"film","number","abstract","starring","name","subjects","cinematography","director","gross","producer","language"
"http://dbpedia.org/resource/Phobia_(1980_film)","13022883","Phobia is a 1980 Canadian horror-thriller film directed by John Huston and starring Paul Michael Glaser.","http://dbpedia.org/resource/John_Colicos-http://dbpedia.org/resource/Paul_Michael_Glaser-http://dbpedia.org/resource/Susan_Hogan_(actor)","Phobia","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980s_horror_thriller_films-http://dbpedia.org/resource/Category:Canadian_films-http://dbpedia.org/resource/Category:Canadian_horror_thriller_films-http://dbpedia.org/resource/Category:Films_about_fear-http://dbpedia.org/resource/Category:Films_directed_by_John_Huston-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Dan_O'Bannon-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Jimmy_Sangster-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Peter_Bellwood-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Ronald_Shusett-http://dbpedia.org/resource/Category:Medical-themed_films-http://dbpedia.org/resource/Category:Paramount_Pictures_films","http://dbpedia.org/resource/Reginald_H._Morris","http://dbpedia.org/resource/John_Huston","59167.0","http://dbpedia.org/resource/Zale_Magder","English"
"http://dbpedia.org/resource/The_Changeling_(film)","1803595","For other definitions of Changeling, see Changeling (Disambuguation) The Changeling is a 1980 Canadian supernatural psychological horror film directed by Peter Medak and starring George C. Scott, Trish Van Devere, and Melvyn Douglas. Its plot follows an esteemed New York City composer who relocates to Seattle, where he moves into a mansion he comes to believe is haunted. The screenplay is based upon events that writer Russell Hunter claimed he experienced while he was living in the Henry Treat Rogers mansion in the Cheesman Park neighborhood of Denver, Colorado, in the late 1960s; Hunter served as a co-writer of the film.","-George C. Scott-Helen Burns-Jean Marsh-John Colicos-Madeleine Sherwood-Melvyn Douglas-Trish Van Devere","The Changeling","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980s_thriller_films-http://dbpedia.org/resource/Category:Best_Picture_Genie_and_Canadian_Screen_Award_winners-http://dbpedia.org/resource/Category:Canadian_films-http://dbpedia.org/resource/Category:Canadian_ghost_films-http://dbpedia.org/resource/Category:Canadian_horror_thriller_films-http://dbpedia.org/resource/Category:Canadian_supernatural_horror_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Filicide_in_fiction-http://dbpedia.org/resource/Category:Films_about_child_death-http://dbpedia.org/resource/Category:Films_directed_by_Peter_Medak-http://dbpedia.org/resource/Category:Films_set_in_Seattle-http://dbpedia.org/resource/Category:Films_set_in_Washington_(state)-http://dbpedia.org/resource/Category:Films_set_in_country_houses-http://dbpedia.org/resource/Category:Films_shot_in_British_Columbia-http://dbpedia.org/resource/Category:Haunted_house_films","http://dbpedia.org/resource/John_Coquillon","http://dbpedia.org/resource/Peter_Medak","1.2E7","http://dbpedia.org/resource/Garth_Drabinsky-http://dbpedia.org/resource/Joel_B._Michaels-http://dbpedia.org/resource/Mario_Kassar","http://dbpedia.org/resource/English_language"
"http://dbpedia.org/resource/The_Attic_(1980_film)","38330239","The Attic is a 1980 American horror-thriller film directed by George Edwards and starring Carrie Snodgress and Ray Milland.","Ruth Cox-http://dbpedia.org/resource/Carrie_Snodgress-http://dbpedia.org/resource/Frances_Bay-http://dbpedia.org/resource/Ray_Milland","The Attic","http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980s_horror_thriller_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:Atlantic_Entertainment_Group_films","http://dbpedia.org/resource/Gary_Graver","http://dbpedia.org/resource/George_Edwards_(producer)","na","","English"
"http://dbpedia.org/resource/Deadline_(1980_film)","63121324","Deadline (also known as Anatomy of a Horror) is a 1980 Canadian horror film directed and co-written by Mario Azzopardi and starring Stephen Young and Sharon Masters.","Sharon Masters-http://dbpedia.org/resource/Stephen_Young_(actor)","Deadline","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:Canadian_films-http://dbpedia.org/resource/Category:Canadian_horror_films-http://dbpedia.org/resource/Category:Films_about_writers","na","http://dbpedia.org/resource/Mario_Philip_Azzopardi","na","","English"
"http://dbpedia.org/resource/New_Year's_Evil_(film)","15589712","New Year's Evil is a 1980 American slasher film written and directed by Emmett Alston, co-written by Leonard Neubauer, and starring Kip Niven, Roz Kelly, and Chris Wallace. The plot follows a Los Angeles punk rock and new wave show host who receives a series of phone calls during a televised New Year's Eve bash from a killer warning of impending murders that he plans to exact as the New Year dawns on each time zone.","Chris Wallace-http://dbpedia.org/resource/Grant_Cramer-http://dbpedia.org/resource/Kip_Niven-http://dbpedia.org/resource/Roz_Kelly","New Year's Evil","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980_independent_films-http://dbpedia.org/resource/Category:1980s_horror_thriller_films-http://dbpedia.org/resource/Category:1980s_mystery_films-http://dbpedia.org/resource/Category:1980s_slasher_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_independent_films-http://dbpedia.org/resource/Category:American_slasher_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_directed_by_Emmett_Alston-http://dbpedia.org/resource/Category:Films_set_around_New_Year-http://dbpedia.org/resource/Category:Films_set_in_Los_Angeles-http://dbpedia.org/resource/Category:Films_set_in_hotels-http://dbpedia.org/resource/Category:Golan-Globus_films-http://dbpedia.org/resource/Category:Holiday_horror_films-http://dbpedia.org/resource/Category:Mass_murder_in_fiction-http://dbpedia.org/resource/Category:Punk_films","http://dbpedia.org/resource/Thomas_E._Ackerman","na","na","http://dbpedia.org/resource/Menahem_Golan-http://dbpedia.org/resource/Yoram_Globus","English"
"http://dbpedia.org/resource/Antropophagus","1522227","Antropophagus (also known as Antropophagus: The Beast and The Grim Reaper) is a 1980 Italian horror film directed by Joe D'Amato and co-written by D'Amato and George Eastman, who starred in the film as a cannibal. The film also starred Tisa Farrow, Zora Kerova, Saverio Vallone, Serena Grandi, Margaret Mazzantini, and Mark Bodin.","George Eastman-Saverio Vallone-Tisa Farrow-http://dbpedia.org/resource/Serena_Grandi-http://dbpedia.org/resource/Zora_Kerova","Antropophagus","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980s_exploitation_films-http://dbpedia.org/resource/Category:1980s_independent_films-http://dbpedia.org/resource/Category:1980s_serial_killer_films-http://dbpedia.org/resource/Category:1980s_slasher_films-http://dbpedia.org/resource/Category:Cannibal-boom_films-http://dbpedia.org/resource/Category:Films_about_cannibalism-http://dbpedia.org/resource/Category:Films_directed_by_Joe_D'Amato-http://dbpedia.org/resource/Category:Films_scored_by_Marcello_Giombini-http://dbpedia.org/resource/Category:Films_set_in_Athens-http://dbpedia.org/resource/Category:Films_set_in_Greece-http://dbpedia.org/resource/Category:Films_set_in_abandoned_houses-http://dbpedia.org/resource/Category:Films_set_in_the_Mediterranean_Sea-http://dbpedia.org/resource/Category:Films_set_on_islands-http://dbpedia.org/resource/Category:Films_shot_in_Greece-http://dbpedia.org/resource/Category:Films_shot_in_Italy-http://dbpedia.org/resource/Category:Films_shot_in_Lazio-http://dbpedia.org/resource/Category:Films_shot_in_Rome-http://dbpedia.org/resource/Category:Italian-language_films-http://dbpedia.org/resource/Category:Italian_films-http://dbpedia.org/resource/Category:Italian_horror_films-http://dbpedia.org/resource/Category:Italian_independent_films-http://dbpedia.org/resource/Category:Italian_sequel_films-http://dbpedia.org/resource/Category:Italian_serial_killer_films-http://dbpedia.org/resource/Category:Italian_slasher_films-http://dbpedia.org/resource/Category:Splatter_films-http://dbpedia.org/resource/Category:Tarot_in_fiction-http://dbpedia.org/resource/Category:Video_nasties","na","http://dbpedia.org/resource/Joe_D'Amato","na","http://dbpedia.org/resource/George_Eastman_(actor)-http://dbpedia.org/resource/Joe_D'Amato","na"
"http://dbpedia.org/resource/Nightmares_(1980_film)","35876700","Nightmares (also known as Stage Fright) is a 1980 Australian slasher film, directed by John D. Lamond and was Gary Sweet's feature film debut.","http://dbpedia.org/resource/Gary_Sweet-http://dbpedia.org/resource/Jenny_Neumann","Nightmares","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980s_slasher_films-http://dbpedia.org/resource/Category:Australian_films-http://dbpedia.org/resource/Category:Australian_slasher_films-http://dbpedia.org/resource/Category:Films_scored_by_Brian_May_(composer)","http://dbpedia.org/resource/Garry_Wapshott","http://dbpedia.org/resource/John_D._Lamond","168000.0","http://dbpedia.org/resource/Colin_Eggleston-http://dbpedia.org/resource/John_D._Lamond","English"
"http://dbpedia.org/resource/The_Island_(1980_film)","1881015","The Island is a 1980 American actionadventure-thriller film directed by Michael Ritchie and starring Michael Caine and David Warner. The film was based on a 1979 novel of the same name by Peter Benchley who also wrote the screenplay. It is about a savage group of pirates, made up of outcasts, thieves, and murderers, who are hidden from the outside world by an uncharted Caribbean island, and who have raided boats to sustain themselves, since the 18th century.","-Angela Punch McGregor-David Warner-Michael Caine","The Island","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:1980s_action_adventure_films-http://dbpedia.org/resource/Category:1980s_psychological_thriller_films-http://dbpedia.org/resource/Category:American_action_adventure_films-http://dbpedia.org/resource/Category:American_action_horror_films-http://dbpedia.org/resource/Category:American_adventure_thriller_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_psychological_thriller_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_journalists-http://dbpedia.org/resource/Category:Films_based_on_American_novels-http://dbpedia.org/resource/Category:Films_based_on_adventure_novels-http://dbpedia.org/resource/Category:Films_based_on_thriller_novels-http://dbpedia.org/resource/Category:Films_based_on_works_by_Peter_Benchley-http://dbpedia.org/resource/Category:Films_directed_by_Michael_Ritchie-http://dbpedia.org/resource/Category:Films_produced_by_David_Brown-http://dbpedia.org/resource/Category:Films_produced_by_Richard_D._Zanuck-http://dbpedia.org/resource/Category:Films_scored_by_Ennio_Morricone-http://dbpedia.org/resource/Category:Films_set_in_the_Caribbean-http://dbpedia.org/resource/Category:Films_set_on_islands-http://dbpedia.org/resource/Category:Films_shot_in_Antigua_and_Barbuda-http://dbpedia.org/resource/Category:Films_shot_in_the_Bahamas-http://dbpedia.org/resource/Category:Pirate_films-http://dbpedia.org/resource/Category:The_Zanuck_Company_films-http://dbpedia.org/resource/Category:Universal_Pictures_films","http://dbpedia.org/resource/Henri_Decaë","http://dbpedia.org/resource/Michael_Ritchie_(film_director)","1.57E7","http://dbpedia.org/resource/David_Brown_(producer)-http://dbpedia.org/resource/Richard_D._Zanuck","English"
"http://dbpedia.org/resource/Motel_Hell","3262031","Motel Hell is a 1980 American comedy horror film directed by Kevin Connor and starring Rory Calhoun, Nancy Parsons, and Nina Axelrod. The plot follows farmer, butcher, motel manager, and meat entrepreneur Vincent Smith, who traps travelers and harvests them for his human sausages. Because of its low budget, the original intent was to make a serious horror film, with moments of disturbing wit and irony. It is often seen as a satire of modern horror films such as Psycho and The Texas Chain Saw Massacre.","http://dbpedia.org/resource/Nancy_Parsons-http://dbpedia.org/resource/Nina_Axelrod-http://dbpedia.org/resource/Paul_Linke-http://dbpedia.org/resource/Rory_Calhoun-http://dbpedia.org/resource/Wolfman_Jack","Motel Hell","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:1980_horror_films-http://dbpedia.org/resource/Category:American_comedy_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_satirical_films-http://dbpedia.org/resource/Category:American_serial_killer_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_cannibalism-http://dbpedia.org/resource/Category:Films_about_siblings-http://dbpedia.org/resource/Category:Films_directed_by_Kevin_Connor-http://dbpedia.org/resource/Category:Films_produced_by_Steven-Charles_Jaffe-http://dbpedia.org/resource/Category:Films_set_in_motels-http://dbpedia.org/resource/Category:Films_shot_in_California-http://dbpedia.org/resource/Category:United_Artists_films","http://dbpedia.org/resource/Thomas_Del_Ruth","http://dbpedia.org/resource/Kevin_Connor_(director)","6300000.0","http://dbpedia.org/resource/Robert_Jaffe_(producer)-http://dbpedia.org/resource/Steven-Charles_Jaffe","English"
"http://dbpedia.org/resource/Humanoids_from_the_Deep","3871584","Humanoids from the Deep (released as Monster in Europe and Japan) is a 1980 American science-fiction monster movie starring Doug McClure, Ann Turkel, and Vic Morrow. Roger Corman served as the film's uncredited executive producer, and his company, New World Pictures, distributed it. Humanoids from the Deep was directed by Barbara Peeters and an uncredited Jimmy T. Murakami.","http://dbpedia.org/resource/Ann_Turkel-http://dbpedia.org/resource/Doug_McClure-http://dbpedia.org/resource/Lynn_Schiller-http://dbpedia.org/resource/Vic_Morrow","Humanoids from the Deep","http://dbpedia.org/resource/Category:1980_films-http://dbpedia.org/resource/Category:American_exploitation_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_monster_movies-http://dbpedia.org/resource/Category:American_science_fiction_horror_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_rape-http://dbpedia.org/resource/Category:Films_set_in_California-http://dbpedia.org/resource/Category:Films_shot_in_California","na","http://dbpedia.org/resource/Jimmy_T._Murakami","2500000.0","http://dbpedia.org/resource/Roger_Corman","http://dbpedia.org/resource/English_language"
