"film","number","abstract","starring","name","subjects","cinematography","director","gross","producer","language"
"http://dbpedia.org/resource/Brahms:_The_Boy_II","59850657","Brahms: The Boy II is a 2020 American supernatural horror film starring Katie Holmes, Ralph Ineson, Christopher Convery and Owain Yeoman. A stand-alone sequel to the 2016 film The Boy, it is directed by William Brent Bell and written by Stacey Menear, the respective director and writer of the original film.","--Christopher Convery--Katie Holmes--Owain Yeoman--Ralph Ineson","Brahms: The Boy II","http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Fictional_dolls_and_dummies-http://dbpedia.org/resource/Category:Films_about_dolls-http://dbpedia.org/resource/Category:Films_directed_by_William_Brent_Bell-http://dbpedia.org/resource/Category:Films_produced_by_Gary_Lucchesi-http://dbpedia.org/resource/Category:Films_produced_by_Roy_Lee-http://dbpedia.org/resource/Category:Films_produced_by_Tom_Rosenberg-http://dbpedia.org/resource/Category:Lakeshore_Entertainment_films-http://dbpedia.org/resource/Category:STX_Entertainment_films","http://dbpedia.org/resource/Karl_Walter_Lindenlaub","http://dbpedia.org/resource/William_Brent_Bell","2.03E7","http://dbpedia.org/resource/Gary_Lucchesi--http://dbpedia.org/resource/Roy_Lee--http://dbpedia.org/resource/Tom_Rosenberg","English"
"http://dbpedia.org/resource/The_Craft:_Legacy","62010614","The Craft: Legacy (also known as Blumhouse's The Craft: Legacy) is a 2020 American supernatural horror film written and directed by Zoe Lister-Jones. It serves as a soft reboot and direct sequel to 1996's The Craft and stars Cailee Spaeny, Gideon Adlon, Lovie Simone and Zoey Luna as four teenage girls who pursue witchcraft and form a coven. It also stars Nicholas Galitzine, Michelle Monaghan and David Duchovny in supporting roles, while Fairuza Balk reprised her role as Nancy Downs from the first film for a cameo appearance.","--Cailee Spaeny--David Duchovny--Gideon Adlon--Lovie Simone--Michelle Monaghan--Nicholas Galitzine--Zoey Luna","The Craft: Legacy","http://dbpedia.org/resource/Category:2020_LGBT-related_films-http://dbpedia.org/resource/Category:2020_fantasy_films-http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:2020s_fantasy_drama_films-http://dbpedia.org/resource/Category:2020s_feminist_films-http://dbpedia.org/resource/Category:2020s_high_school_films-http://dbpedia.org/resource/Category:2020s_supernatural_horror_films-http://dbpedia.org/resource/Category:2020s_teen_drama_films-http://dbpedia.org/resource/Category:2020s_teen_horror_films-http://dbpedia.org/resource/Category:American_dark_fantasy_films-http://dbpedia.org/resource/Category:American_fantasy_drama_films-http://dbpedia.org/resource/Category:American_feminist_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_high_school_films-http://dbpedia.org/resource/Category:American_horror_drama_films-http://dbpedia.org/resource/Category:American_sequel_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films-http://dbpedia.org/resource/Category:American_teen_LGBT-related_films-http://dbpedia.org/resource/Category:American_teen_drama_films-http://dbpedia.org/resource/Category:American_teen_horror_films-http://dbpedia.org/resource/Category:Blumhouse_Productions_films-http://dbpedia.org/resource/Category:Columbia_Pictures_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_Wicca-http://dbpedia.org/resource/Category:Films_about_bullying-http://dbpedia.org/resource/Category:Films_about_trans_women-http://dbpedia.org/resource/Category:Films_about_witchcraft-http://dbpedia.org/resource/Category:Films_directed_by_Zoe_Lister-Jones-http://dbpedia.org/resource/Category:Films_produced_by_Douglas_Wick-http://dbpedia.org/resource/Category:Films_produced_by_Jason_Blum-http://dbpedia.org/resource/Category:Films_produced_by_Lucy_Fisher-http://dbpedia.org/resource/Category:Films_shot_in_Toronto-http://dbpedia.org/resource/Category:LGBT-related_horror_films-http://dbpedia.org/resource/Category:Male_bisexuality_in_film-http://dbpedia.org/resource/Category:Supernatural_drama_films-http://dbpedia.org/resource/Category:Teen_fantasy_films","na","http://dbpedia.org/resource/Zoe_Lister-Jones","2300000.0","http://dbpedia.org/resource/Douglas_Wick--http://dbpedia.org/resource/Jason_Blum--http://dbpedia.org/resource/Lucy_Fisher","English"
"http://dbpedia.org/resource/The_Grudge_(2020_film)","56868209","The Grudge is a 2020 American supernatural horror film written and directed by Nicolas Pesce, and produced by Sam Raimi, Rob Tapert, and Takashige Ichise. At first announced as a reboot of the 2004 American remake and the original 2002 Japanese horror film Ju-On: The Grudge, the film ended up taking place before and during the events of the 2004 film and its two direct sequels, and is the fourth installment in the American The Grudge film series. The film stars Andrea Riseborough, Demián Bichir, John Cho, Betty Gilpin, Lin Shaye, and Jacki Weaver, and follows a police officer who investigates several murders that are seemingly connected to a single house.","--Andrea Riseborough--Betty Gilpin--Demián Bichir--Jacki Weaver--John Cho--Lin Shaye","The Grudge","http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:2020s_supernatural_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_ghost_films-http://dbpedia.org/resource/Category:American_sequel_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films-http://dbpedia.org/resource/Category:Asian-American_horror_films-http://dbpedia.org/resource/Category:Familicide_in_fiction-http://dbpedia.org/resource/Category:Films_about_curses-http://dbpedia.org/resource/Category:Films_directed_by_Nicolas_Pesce-http://dbpedia.org/resource/Category:Films_produced_by_Sam_Raimi-http://dbpedia.org/resource/Category:Films_scored_by_the_Newton_Brothers-http://dbpedia.org/resource/Category:Films_set_in_2004-http://dbpedia.org/resource/Category:Films_set_in_2005-http://dbpedia.org/resource/Category:Films_set_in_2006-http://dbpedia.org/resource/Category:Films_set_in_Pennsylvania-http://dbpedia.org/resource/Category:Films_set_in_Tokyo-http://dbpedia.org/resource/Category:Films_shot_in_Winnipeg-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Nicolas_Pesce-http://dbpedia.org/resource/Category:Ghost_House_Pictures_films-http://dbpedia.org/resource/Category:Japan_in_non-Japanese_culture-http://dbpedia.org/resource/Category:Murder–suicide_in_films-http://dbpedia.org/resource/Category:Screen_Gems_films-http://dbpedia.org/resource/Category:The_Grudge_(film_series)","na","http://dbpedia.org/resource/Nicolas_Pesce","4.95E7","http://dbpedia.org/resource/Robert_Tapert--http://dbpedia.org/resource/Sam_Raimi","English"
"http://dbpedia.org/resource/Peninsula_(film)","63495965","Peninsula (Korean: 반도; Hanja: 半島; RR: Bando; marketed in North America, British Isles and India as Train to Busan Presents: Peninsula) is a 2020 South Korean action-horror film directed by Yeon Sang-ho. It is a standalone sequel to the 2016 film Train to Busan and follows a soldier who is sent along with his team to retrieve a truck full of money from the wastelands of the Korean peninsula now inhabited by zombies, rogue militia, and a family. The film was released in South Korea on 15 July 2020. It received mixed reviews from critics and has grossed $42.7 million worldwide.","--Gang Dong-won--Lee Jung-hyun--Lee Re","Peninsula","http://dbpedia.org/resource/Category:2020_action_films-http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:Films_directed_by_Yeon_Sang-ho-http://dbpedia.org/resource/Category:IFC_Films_films-http://dbpedia.org/resource/Category:IMAX_films-http://dbpedia.org/resource/Category:Korean-language_films-http://dbpedia.org/resource/Category:Next_Entertainment_World_films-http://dbpedia.org/resource/Category:South_Korean_action_horror_films-http://dbpedia.org/resource/Category:South_Korean_action_thriller_films-http://dbpedia.org/resource/Category:South_Korean_films-http://dbpedia.org/resource/Category:South_Korean_horror_thriller_films-http://dbpedia.org/resource/Category:South_Korean_post-apocalyptic_films-http://dbpedia.org/resource/Category:South_Korean_zombie_films","na","http://dbpedia.org/resource/Yeon_Sang-ho","4.27E7","","English"
"http://dbpedia.org/resource/Peninsula_(film)","63495965","Peninsula (Korean: 반도; Hanja: 半島; RR: Bando; marketed in North America, British Isles and India as Train to Busan Presents: Peninsula) is a 2020 South Korean action-horror film directed by Yeon Sang-ho. It is a standalone sequel to the 2016 film Train to Busan and follows a soldier who is sent along with his team to retrieve a truck full of money from the wastelands of the Korean peninsula now inhabited by zombies, rogue militia, and a family. The film was released in South Korea on 15 July 2020. It received mixed reviews from critics and has grossed $42.7 million worldwide.","--Gang Dong-won--Lee Jung-hyun--Lee Re","Peninsula","http://dbpedia.org/resource/Category:2020_action_films-http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:Films_directed_by_Yeon_Sang-ho-http://dbpedia.org/resource/Category:IFC_Films_films-http://dbpedia.org/resource/Category:IMAX_films-http://dbpedia.org/resource/Category:Korean-language_films-http://dbpedia.org/resource/Category:Next_Entertainment_World_films-http://dbpedia.org/resource/Category:South_Korean_action_horror_films-http://dbpedia.org/resource/Category:South_Korean_action_thriller_films-http://dbpedia.org/resource/Category:South_Korean_films-http://dbpedia.org/resource/Category:South_Korean_horror_thriller_films-http://dbpedia.org/resource/Category:South_Korean_post-apocalyptic_films-http://dbpedia.org/resource/Category:South_Korean_zombie_films","na","http://dbpedia.org/resource/Yeon_Sang-ho","4.27E7","","Korean"
"http://dbpedia.org/resource/The_Banishing","67236526","The Banishing is a 2020 British horror film directed by Christopher Smith, starring Jessica Brown Findlay, John Heffernan, John Lynch and Sean Harris. It premiered at the Sitges Film Festival and London FrightFest Film Festival in October 2020, before being released digitally in the United Kingdom on 26 March 2021.","--http://dbpedia.org/resource/Jessica_Brown_Findlay--http://dbpedia.org/resource/John_Heffernan_(actor)--http://dbpedia.org/resource/John_Lynch_(actor)--http://dbpedia.org/resource/Sean_Harris","The Banishing","http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:2020s_ghost_films-http://dbpedia.org/resource/Category:2020s_supernatural_horror_films-http://dbpedia.org/resource/Category:British_films-http://dbpedia.org/resource/Category:British_ghost_films-http://dbpedia.org/resource/Category:British_horror_films-http://dbpedia.org/resource/Category:British_supernatural_horror_films-http://dbpedia.org/resource/Category:Films_about_Catholic_priests-http://dbpedia.org/resource/Category:Films_directed_by_Christopher_Smith-http://dbpedia.org/resource/Category:Films_set_in_1935-http://dbpedia.org/resource/Category:Films_set_in_1938-http://dbpedia.org/resource/Category:Films_set_in_Baden-Württemberg-http://dbpedia.org/resource/Category:Films_set_in_England","na","http://dbpedia.org/resource/Christopher_Smith_(director)","131564.0","","na"
"http://dbpedia.org/resource/Castle_Freak_(2020_film)","66018456","Castle Freak is a 2020 American direct-to-video horror film that was directed by Tate Steinsiek. It has been billed as a reboot of the 1995 Stuart Gordon film by the same name, which is a loose adaptation of the stories "The Outsider" and "The Dunwich Horror" by H.P. Lovecraft.","Chris Galust--Clair Catherine--Genti Kame--Jake Horowitz--Kika Magalhães--Klodian Hoxha--Klodjana Keco--Omar Shariff Brunson Jr.","Castle Freak","http://dbpedia.org/resource/Category:2020_direct-to-video_films-http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:2020s_monster_movies-http://dbpedia.org/resource/Category:American_direct-to-video_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_monster_movies-http://dbpedia.org/resource/Category:Child_abuse_in_fiction-http://dbpedia.org/resource/Category:Direct-to-video_horror_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_based_on_short_fiction-http://dbpedia.org/resource/Category:Films_based_on_works_by_H._P._Lovecraft-http://dbpedia.org/resource/Category:Films_set_in_Albania-http://dbpedia.org/resource/Category:Films_set_in_castles","na","http://dbpedia.org/resource/Tate_Steinsiek","na","http://dbpedia.org/resource/Barbara_Crampton--http://dbpedia.org/resource/Charles_Band","English"
"http://dbpedia.org/resource/Death_of_Me_(film)","64971573","Death of Me is a 2020 American horror film, directed by Darren Lynn Bousman, from a screenplay by Arli Margolis, James Morley III and David Tish. It stars Maggie Q, Alex Essoe, and Luke Hemsworth. It was released on October 2, 2020, by Saban Films.","--Luke Hemsworth--Maggie Q","Death of Me","http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_films-http://dbpedia.org/resource/Category:Films_about_couples-http://dbpedia.org/resource/Category:Films_about_security_and_surveillance-http://dbpedia.org/resource/Category:Films_about_vacationing-http://dbpedia.org/resource/Category:Films_directed_by_Darren_Lynn_Bousman-http://dbpedia.org/resource/Category:Films_set_in_Thailand-http://dbpedia.org/resource/Category:Films_shot_in_Thailand-http://dbpedia.org/resource/Category:Saban_Films_films-http://dbpedia.org/resource/Category:Uxoricide_in_fiction","na","http://dbpedia.org/resource/Darren_Lynn_Bousman","na","","English"
"http://dbpedia.org/resource/Guest_(2020_film)","67737363","Guest is a 2020 British psychological horror short film directed and written by . The film premiered on 27 August 2020 at FrightFest and, on 24 December 2020, was uploaded to YouTube. Upon release, the film received very positive reviews from critics, praising the film's direction, cinematography, monster design and special effects.","--Anna Fraser--Jessica Munna--Melania Crisan","Guest","http://dbpedia.org/resource/Category:2020_films-http://dbpedia.org/resource/Category:British_films-http://dbpedia.org/resource/Category:British_horror_films","na","na","na","","English"
"http://dbpedia.org/resource/Guest_(2020_film)","67737363","Guest is a 2020 British psychological horror short film directed and written by . The film premiered on 27 August 2020 at FrightFest and, on 24 December 2020, was uploaded to YouTube. Upon release, the film received very positive reviews from critics, praising the film's direction, cinematography, monster design and special effects.","--Anna Fraser--Jessica Munna--Melania Crisan","Guest","http://dbpedia.org/resource/Category:2020_horror_films-http://dbpedia.org/resource/Category:2020_short_films-http://dbpedia.org/resource/Category:2020s_psychological_horror_films-http://dbpedia.org/resource/Category:British_horror_films-http://dbpedia.org/resource/Category:British_short_films-http://dbpedia.org/resource/Category:English-language_films","na","na","na","","English"
