film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
Anything for Jackson,67319389,"Anything for Jackson is a 2020 supernatural horror film directed by Justin G. Dyck, and written by Keith Cooper. The film stars Sheila McCarthy, Julian Richings, Konstantina Mantelos, Josh Cruddas, and Yannick Bisson. Anything for Jackson debuted at the Fantasia Film Festival in September 2020 before releasing Shudder the following December. The film received positive reviews from critics.",--Josh Cruddas--Konstantina Mantelos--Julian Richings--Sheila McCarthy--Yannick Bisson,Anything for Jackson,2020 horror films-2020s supernatural horror films-Canadian films-Canadian supernatural horror films,na,na,na,na,English
Shadow in the Cloud,61212856,"Shadow in the Cloud is a 2020 action horror film directed by Roseanne Liang, from a screenplay by Liang and Max Landis, starring Chloë Grace Moretz, Taylor John Smith, Nick Robinson, Beulah Koale and Callan Mulvey. It follows a female flight officer on a top-secret mission during the Second World War on a Boeing B-17 Flying Fortress while encountering an evil gremlin on board.",--Beulah Koale--Callan Mulvey--Chloë Grace Moretz--Nick Robinson--Taylor John Smith,Shadow in the Cloud,2020 action films-2020 films-2020 horror films-2020s action horror films-American World War II films-American action horror films-American films-Films about gremlins-Films set in 1943-New Zealand action horror films-New Zealand films-Vertical Entertainment films-World War II aviation films,na,Roseanne Liang,908792.0,Roseanne Liang,English
Peninsula (film),63495965,"Peninsula (Korean: 반도; Hanja: 半島; RR: Bando; marketed in North America, British Isles and India as Train to Busan Presents: Peninsula) is a 2020 South Korean action-horror film directed by Yeon Sang-ho. It is a standalone sequel to the 2016 film Train to Busan and follows a soldier who is sent along with his team to retrieve a truck full of money from the wastelands of the Korean peninsula now inhabited by zombies, rogue militia, and a family. The film was released in South Korea on 15 July 2020. It received mixed reviews from critics and has grossed $42.7 million worldwide.",--Gang Dong-won--Lee Jung-hyun--Lee Re,Peninsula,2020 action films-2020 films-2020 horror films-Films directed by Yeon Sang-ho-IFC Films films-IMAX films-Korean-language films-Next Entertainment World films-South Korean action horror films-South Korean action thriller films-South Korean films-South Korean horror thriller films-South Korean post-apocalyptic films-South Korean zombie films,na,Yeon Sang-ho,4.27E7,Yeon Sang-ho,Polish
Anak Ambar,62944334,"Anak Ambar is a 2020 Indonesian short horror film. It was directed by Melvin Giovanie and written by Fanny Gunawan. The film tells a story about the belief of a mother who preserve the spirit of her stillbirth child (ambar child) by using attributes. Strange events begin to emerge when she temporarily stays with her eldest daughter, Mita, and Ferry, her son-in-law who does not accept her belief and disallow her to bring the ambar child's attributes into their house. The short film was released on January 15, 2020.",Melvin Giovanie--Ilah Milah--Irene Sonia--Levana Azzahra--Nissy Ariana Meinard--Qory Sandyoriva--Wellyranti,Anak Ambar,2020 films-2020 horror films-2020 short films-Films set in Indonesia-Films shot in Indonesia-Indonesian films-Indonesian ghost films-Indonesian horror films-Indonesian supernatural horror films,Edwin Effendi,Melvin Giovanie,na,Melvin Giovanie,Indonesian
Ghost Stories (2020 film),61836448,"Ghost Stories is a 2020 Indian Hindi-language anthology horror film, consisting of four short film segments directed by Karan Johar, Dibakar Banerjee, Zoya Akhtar and Anurag Kashyap. It is co-produced by Ronnie Screwvala and Ashi Dua under their production banner RSVP Movies and Flying Unicorn Entertainment respectively. The film features an ensemble cast including Mrunal Thakur, Avinash Tiwary, Janhvi Kapoor, Raghuvir Yadav, Sobhita Dhulipala, Vijay Varma and Pavail Gulati. It was released on Netflix on January 1, 2020.",--Anish Bamne--Pavail Gulati--Avinash Tiwary--Gulshan Devaiah--Janhvi Kapoor--Mrunal Thakur--Raghuvir Yadav--Sobhita Dhulipala--Surekha Sikri,Ghost Stories,2020 direct-to-video films-2020 films-2020 horror films-Films directed by Anurag Kashyap-Films directed by Dibakar Banerjee-Films directed by Karan Johar-Films directed by Zoya Akhtar-Hindi-language Netflix original films-Indian anthology films-Indian direct-to-video films-Indian films-Indian horror anthology films,na,Dibakar Banerjee,na,Dibakar Banerjee,Hindi
I Am Fear,63121271,I Am Fear is a 2020 horror film directed by Kevin Shulman.,Bill Moseley--Christian Oliver--Eoin Macken--Faran Tahir--Kristina Klebe--William Forsythe (actor),I Am Fear,2020 films-2020 horror films-2020s psychological horror films-2020s supernatural horror films-American action horror films-American films-American science fiction horror films-American thriller films-Films set in the United States-Films shot in North America-Films shot in the United States,na,Kevin Shulman,na,Kevin Shulman,English
Kandisha (2020 film),66344756,"Kandisha is a French horror film directed and written by Alexandre Bustillo and Julien Maury. The film stars , Walid Afkir, Suzy Bemba, Bakary Diombera and Sandor Funtek.",--Bakary Diombera--Mériem Sarolie--Sandor Funtek--Suzy Bemba--Walid Afkir,Kandisha,2020 horror films-French horror films,na,Julien Maury and Alexandre Bustillo,na,Julien Maury and Alexandre Bustillo,French
Don't Click (2020 film),66171803,Don't Click is a 2020 Canadian horror film that was directed by G-Hey Kim. It screened online at the 2020 FrightFest and stars Valter Skarsgård as a young man who is forced into a nightmarish reality after viewing a snuff film. The film is based on a 2017 short film by the same name created by Kim.,Catherine HowardGeoff MaysMay Grehan--Mark Koufos--Valter Skarsgård,Don't Click,2020 films-2020 horror films-2020s ghost films-2020s supernatural horror films-Canadian films-Canadian supernatural horror films-Features based on short films-Horror film remakes-Short film remakes,na,na,na,na,English
The Closet (2020 film),60522791,"The Closet (Korean: 클로젯; RR: Keullojet) is a 2020 South Korean horror film written and directed by Kim Kwang-bin, starring Ha Jung-woo and Kim Nam-gil.",Ha Jung-woo--Kim Nam-gil,The Closet,2020 films-2020 horror films-CJ Entertainment films-Films about exorcism-South Korean films-South Korean supernatural horror films,na,na,na,na,Korean
Bloodthirsty (2020 film),67330839,"Bloodthirsty is a Canadian horror film, directed by Amelia Moses and released in to festivals in 2020 and commercially in 2021. It stars Lauren Beatty as Grey, an indie singer-songwriter who begins to transform into a werewolf while working at a remote wilderness recording studio with producer Vaughn (Greg Bryk). The film premiered on October 1, 2020 at the Fantastic Fest in Austin, Texas, and was released on video-on-demand on April 23, 2021.",Katharine King So--Lauren Beatty--Greg Bryk,Bloodthirsty,2020 LGBT-related films-2020 films-2020 horror films-Canadian LGBT-related films-Canadian films-Canadian werewolf films-Films shot in Edmonton-LGBT-related horror films-Lesbian-related films-Werewolves in film,na,na,na,na,English
Fantasy Island (film),58716249,"Fantasy Island, also known as Blumhouse's Fantasy Island, is a 2020 American supernatural horror film directed and co-written by Jeff Wadlow. Serving both as a horror reimagining and a prequel to ABC's 1977 television series of the same name, it stars Michael Peña, Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang, Ryan Hansen, Portia Doubleday, and Michael Rooker and follows a group of people who, while visiting the eponymous island, discover that their dream fantasies brought to life begin to turn into horrific living nightmares they must try to survive.",--Austin Stowell--Jimmy O. Yang--Lucy Hale--Maggie Q--Michael Peña--Michael Rooker--Portia Doubleday--Ryan Hansen,Fantasy Island:,2020 fantasy films-2020 films-2020 horror films-2020s fantasy adventure films-2020s supernatural horror films-American fantasy adventure films-American films-American supernatural horror films-American zombie films-Blumhouse Productions films-Columbia Pictures films-Fantasy Island-Films based on television series-Films directed by Jeff Wadlow-Films produced by Jason Blum-Films scored by Bear McCreary-Films set on islands-Films shot in Fiji-Holiday horror films-Jungle adventure films-Prequel films,Toby Oliver,Jeff Wadlow,4.88E7,Jeff Wadlow,English
Peninsula (film),63495965,"Peninsula (Korean: 반도; Hanja: 半島; RR: Bando; marketed in North America, British Isles and India as Train to Busan Presents: Peninsula) is a 2020 South Korean action-horror film directed by Yeon Sang-ho. It is a standalone sequel to the 2016 film Train to Busan and follows a soldier who is sent along with his team to retrieve a truck full of money from the wastelands of the Korean peninsula now inhabited by zombies, rogue militia, and a family. The film was released in South Korea on 15 July 2020. It received mixed reviews from critics and has grossed $42.7 million worldwide.",--Gang Dong-won--Lee Jung-hyun--Lee Re,Peninsula,2020 films-Films directed by Yeon Sang-ho-IMAX films-Korean-language films-South Korean action horror films-South Korean action thriller films-South Korean films-South Korean post-apocalyptic films,na,Yeon Sang-ho,4.27E7,Yeon Sang-ho,Cantonese
Peninsula (film),63495965,"Peninsula (Korean: 반도; Hanja: 半島; RR: Bando; marketed in North America, British Isles and India as Train to Busan Presents: Peninsula) is a 2020 South Korean action-horror film directed by Yeon Sang-ho. It is a standalone sequel to the 2016 film Train to Busan and follows a soldier who is sent along with his team to retrieve a truck full of money from the wastelands of the Korean peninsula now inhabited by zombies, rogue militia, and a family. The film was released in South Korea on 15 July 2020. It received mixed reviews from critics and has grossed $42.7 million worldwide.",--Gang Dong-won--Lee Jung-hyun--Lee Re,Peninsula,2020 action films-2020 horror films-IFC Films films-Next Entertainment World films-South Korean horror thriller films-South Korean zombie films,na,Yeon Sang-ho,4.27E7,Yeon Sang-ho,Cantonese
What Lies Below (film),67764571,"What Lies Below is a 2020 American horror film written and directed by Braden R. Duemmler and starring Ema Horvath, Mena Suvari, and Trey Tucker.",--Ema Horvath--Trey Tucker--Mena Suvari,What Lies Below,2020 horror films-American films-American horror films,na,na,8441.0,na,English
Violation (film),66282942,"Violation is a 2020 Canadian drama horror film directed and written by Madeleine Sims-Fewer and Dusty Mancinelli. It is the feature film debut of the two directors, who have collaborated on several short films displayed at film festivals worldwide. The film stars Madeleine Sims-Fewer, Anna Maguire, Jesse LaVercombe, Obi Abili, Jasmin Geljo and Cynthia Ashperger. The film premiered at the 2020 Toronto International Film Festival. It had its US premiere at the 2021 Sundance Film Festival on February 1, 2021.",--Anna Maguire--Cynthia Ashperger--Jasmin Geljo--Jesse LaVercombe--Madeleine Sims-Fewer--Obi Abili,Violation,2020 directorial debut films-2020 drama films-2020 films-2020 horror films-2020s horror drama films-Canadian films-Canadian horror drama films-Shudder (streaming service) original programming,na,Madeleine Sims-Fewer,na,Madeleine Sims-Fewer,English
Evil Eye (2020 film),64884447,"Evil Eye is a 2020 American horror film directed by Elan and Rajeev Dassani and written by Madhuri Shekar, based on her Audible Original audio play of the same name. The film stars Sarita Choudhury, Sunita Mani and Omar Maskati. It was executive produced by Jason Blum of Blumhouse Television and Priyanka Chopra of Purple Pebble Pictures. Evil Eye was released on October 13, 2020, by Amazon Studios, as the third installment in the anthological Welcome to the Blumhouse film series.",--Bernard White--Omar Maskati--Sarita Choudhury--Sunita Mani,Evil Eye,2020 films-2020 horror films-2020s supernatural horror films-Amazon Studios films-American films-American films based on plays-American supernatural horror films-Blumhouse Productions films,na,na,na,na,English
The Old Ways,67507421,"The Old Ways is a 2020 American horror film directed by Christopher Alender. It stars Brigitte Kali Canales as Cristina Lopez, a Mexican-American reporter who returns to her hometown near Veracruz in search of a story on witchcraft. There, she is kidnapped by a group of locals, including a bruja (a female practitioner of witchcraft), who believe her to be possessed by a demon. The Old Ways had its world premiere at the Sitges Film Festival in October 2020.",--AJ Bowen--Andrea Cortés--Brigitte Kali Canales--Julia Vera--Sal Lopez,The Old Ways,2020 horror films-American films-American horror films-Demons in film-Films about exorcism-Films about witchcraft-Films set in Mexico-Hispanic and Latino American horror films,na,na,na,na,English
Haunted Hills,63081015,"Haunted Hills (transl. हॉन्टेड हिल्स) is an Indian Hindi-language horror romantic film, written and directed by Sanjeev Kumar Rajput. The films stars Zuber K. Khan and Diana Khan in the lead roles.",Diana Khan--Gavie Chahal--Surendra Pal Singh--Zuber K. Khan,Haunted Hills,2020 films-2020 horror films-2020 romance films-2020s Hindi-language films-Films set in Mumbai-Indian films-Indian romantic horror films,na,na,na,na,http://dbpedia.org/resource/English_language
The Superdeep,65691120,"The Superdeep (Russian: Кольская сверхглубокая) is a 2020 Russian horror film directed by Arseny Syuhin, based on the real-life Kola Superdeep Borehole. The film focuses on a group of researchers and soldiers who investigate the mystery surrounding reports of a disease outbreak at a secret underground research facility in 1984 Russia.",--Kirill Kovbas--Maksim Radugin--Milena Radulovic--Nikita Dyuvbanov--Vadim Demchog,The Superdeep,2020 films-2020 horror films-Russian-language films-Russian films-Russian science fiction horror films,na,na,na,na,English
Fantasy Island (film),58716249,"Fantasy Island, also known as Blumhouse's Fantasy Island, is a 2020 American supernatural horror film directed and co-written by Jeff Wadlow. Serving both as a horror reimagining and a prequel to ABC's 1977 television series of the same name, it stars Michael Peña, Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang, Ryan Hansen, Portia Doubleday, and Michael Rooker and follows a group of people who, while visiting the eponymous island, discover that their dream fantasies brought to life begin to turn into horrific living nightmares they must try to survive.",--Austin Stowell--Jimmy O. Yang--Lucy Hale--Maggie Q--Michael Peña--Michael Rooker--Portia Doubleday--Ryan Hansen,Original Motion Picture Soundtrack,2020 fantasy films-2020 films-2020 horror films-2020s fantasy adventure films-2020s supernatural horror films-American fantasy adventure films-American films-American supernatural horror films-American zombie films-Blumhouse Productions films-Columbia Pictures films-Fantasy Island-Films based on television series-Films directed by Jeff Wadlow-Films produced by Jason Blum-Films scored by Bear McCreary-Films set on islands-Films shot in Fiji-Holiday horror films-Jungle adventure films-Prequel films,Toby Oliver,Jeff Wadlow,4.88E7,Jeff Wadlow,English
Ghosts of War (2020 film),53770442,"Ghosts of War is a 2020 WWII supernatural horror film written and directed by Eric Bress. The film stars Brenton Thwaites, Theo Rossi, Skylar Astin, Kyle Gallner, and Alan Ritchson. It was released on DirecTV on 18 June 2020.",--Alan Ritchson--Billy Zane--Brenton Thwaites--Kyle Gallner--Shaun Toub--Skylar Astin--Theo Rossi,Ghosts of War,2020 films-2020 horror films-2020s supernatural horror films-2020s war films-British films-British supernatural horror films-British war films-Films about post-traumatic stress disorder-Films about virtual reality-Films shot in Bulgaria-Horror war films-Supernatural war films-War in Afghanistan (2001–2021) films,Lorenzo Senatore,Eric Bress,345289.0,Eric Bress,English
Books of Blood (film),65483891,"Books of Blood is a 2020 American anthology horror film directed by Brannon Braga and co-written by Braga and Adam Simon. It is based on Books of Blood by Clive Barker and the second film adaptation after Book of Blood (2009). The film premiered at the 2020 Screamfest Horror Film Festival on October 6, 2020, and was released on Hulu on October 7, 2020. This was the final production by Touchstone Television before being folded into 20th Television.",--Anna Friel--Britt Robertson--Rafi Gavron--Yul Vazquez,Books of Blood,2020 films-2020 horror films-American films-American horror anthology films-English-language films-Films based on short fiction-Films based on works by Clive Barker-Films scored by Tyler Bates-Films shot in Nova Scotia-Films with screenplays by Brannon Braga-Fuzzy Door Productions films-Hulu original films,na,Brannon Braga,na,Brannon Braga,English
Bad Impulse,66211544,"Bad Impulse is a 2020 American horror film directed by Michelle Danner and starring Grant Bowler, Sonya Walger, James Landry Hebert, Dan Lauria and Paul Sorvino.",James Landry Hebert--Dan Lauria--Grant Bowler--Paul Sorvino--Sonya Walger,Bad Impulse,2020 horror films-American films-American horror films,na,Michelle Danner,na,Michelle Danner,English
My Heart Can't Beat Unless You Tell It To,62990658,"My Heart Can't Beat Unless You Tell It To is a 2020 American psychological horror drama film written and directed by Jonathan Cuartas and starring Patrick Fugit, Ingrid Sophie Schram, and Owen Campbell.",--Owen Campbell--Patrick Fugit,My Heart Can't Beat Unless You Tell It To,2020 films-2020 horror films-American films-American horror films-English-language films-Films postponed due to the COVID-19 pandemic-Films shot in Salt Lake City-Spanish-language films,na,na,na,na,English
Kindred (film),65775208,"Kindred is a 2020 British mystery horror drama film written and directed by Joe Marcantonio and starring Tamara Lawrance, Jack Lowden and Fiona Shaw. The film premiered at the 2021 Montclair Film Festival at a drive-in screening.",Fiona Shaw--Jack Lowden--Tamara Lawrance,Kindred,2020 drama films-2020 horror films-British films-British horror drama films-British mystery drama films,na,na,8921.0,na,English
Smiley Face Killers (film),65609964,"Smiley Face Killers is a 2020 American slasher film directed by Tim Hunter and written by Bret Easton Ellis, loosely based on the Smiley face murder theory. The film stars Ronen Rubinstein, Mia Serafino, and Crispin Glover.",--Crispin Glover--Mia Serafino--Ronen Rubinstein,Smiley Face Killers,"2020 direct-to-video films-2020 films-2020 horror films-2020 independent films-2020s serial killer films-2020s slasher films-American direct-to-video films-American films-American independent films-American serial killer films-American slasher films-Direct-to-video horror films-Films directed by Tim Hunter-Films set in Santa Cruz County, California-Films shot in Los Angeles-Films shot in Los Angeles County, California-Lionsgate films",na,Tim Hunter (director),na,Tim Hunter (director),English
Ghost Stories (2020 film),61836448,"Ghost Stories is a 2020 Indian Hindi-language anthology horror film, consisting of four short film segments directed by Karan Johar, Dibakar Banerjee, Zoya Akhtar and Anurag Kashyap. It is co-produced by Ronnie Screwvala and Ashi Dua under their production banner RSVP Movies and Flying Unicorn Entertainment respectively. The film features an ensemble cast including Mrunal Thakur, Avinash Tiwary, Janhvi Kapoor, Raghuvir Yadav, Sobhita Dhulipala, Vijay Varma and Pavail Gulati. It was released on Netflix on January 1, 2020.",--Anish Bamne--Pavail Gulati--Avinash Tiwary--Gulshan Devaiah--Janhvi Kapoor--Mrunal Thakur--Raghuvir Yadav--Sobhita Dhulipala--Surekha Sikri,Ghost Stories,2020 direct-to-video films-2020 films-2020 horror films-Films directed by Anurag Kashyap-Films directed by Dibakar Banerjee-Films directed by Karan Johar-Films directed by Zoya Akhtar-Hindi-language Netflix original films-Indian anthology films-Indian direct-to-video films-Indian films-Indian horror anthology films,na,Karan Johar,na,Karan Johar,Hindi
