film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
Shortcut (2020 film),65353025,Shortcut is a 2020 horror film directed by Alessio Liguori. The film premiered at the 2020 Giffoni Film Festival and was released in the United States on 25 September 2020 by Gravitas Ventures.,--Jack Kane--Molly Dew--Sophie Jane Oliver--Zak Sutcliffe--Zanda Emlano,Shortcut,2020 films-2020 horror films-English-language Italian films-Films directed by Alessio Liguori-Italian films-Italian horror films,na,na,793084.0,na,English
Kaali Khuhi,65622763,"Kaali Khuhi is an Indian Hindi-language Horror film directed by Terrie Samundra, written by Terrie Samundra and David Walter Lech and starring Shabana Azmi, Sanjeeda Sheikh, Riva Arora and Satyadeep Mishra. The plot revolves around the girl Shivangi who is 10 years old who is trying to save the village where her family resides from ghosts.",--Leela Samson--Riva Arora--Sanjeeda Sheikh--Satyadeep Mishra--Shabana Azmi,Kaali Khuhi,"2020 films-2020 horror films-Films set in Punjab, India-Hindi-language Netflix original films-Hindi-language films-Indian films-Indian horror films",Sejal Shah,na,na,na,Hindi
Nocturne (2020 film),61927511,"Nocturne is a 2020 American supernatural horror film written and directed by Zu Quirke. The film stars Sydney Sweeney, Madison Iseman, Jacques Colimon and Ivan Shaw. Jason Blum serves as a producer under his Blumhouse Television banner. The film stars Sweeney as Juliet Lowe, a pianist in her last year of high school who is jealous because she is constantly overshadowed by her twin sister. It was released on October 13, 2020, by Amazon Studios, as the fourth installment in the anthological Welcome to the Blumhouse film series.",--Jacques Colimon--Ivan Shaw--Madison Iseman--Sydney Sweeney,Nocturne,2020 horror films-Amazon Studios films-American films-American supernatural horror films-Blumhouse Productions films-Films produced by Jason Blum,na,na,na,na,English
Skull: The Mask,64049465,Skull: The Mask (Portuguese: Skull: A Máscara de Anhangá) is a 2020 slasher film written and directed by Armando Fonseca and Kapel Furman. It stars Natallia Rodrigues as a detective investigating the ancient mask of Anhangá—a vassal of a pre-Columbian god—who is incarnated and embarks on a sacrificial killing spree. The film is an international co-production of Brazil and the United States. Skull: The Mask premiered digitally as part of the Chattanooga Film Festival on 22 May 2020. The film will be made available for streaming on Shudder on 27 May 2021.,--Ivo Müller--Natallia Rodrigues--Ricardo Gelli--Tristan Aronovich--Wilton Andrade,Skull: The Mask,2020 films-2020 horror films-2020s slasher films-American films-American slasher films-Brazilian films-Brazilian horror films-Brazilian mythology in popular culture-Films set in São Paulo,na,na,na,na,Portuguese
The Pale Door,61156413,"The Pale Door is a 2020 American Western horror film directed by Aaron B. Koontz and written by Cameron Burns, Keith Lansdale, and Koontz, with Joe R. Lansdale as executive producer. It stars Devin Druid, Zachary Knighton, Melora Walters, Bill Sage, Pat Healy, Stan Shaw, Natasha Bassett, Noah Segan, and Tina Parker.",--Bill Sage--Devin Druid--Melora Walters--Natasha Bassett--Noah Segan--Pat Healy--Stan Shaw--Tina Parker--Zachary Knighton,The Pale Door,2020 films-2020 horror films-2020 independent films-2020s Western (genre) horror films-American Western (genre) horror films-American films-American independent films-American psychological horror films-American supernatural horror films-English-language films-Films about witchcraft-Films shot in Oklahoma-Works by Joe R. Lansdale,na,na,21166.0,na,English
Unsubscribe (film),64587745,"Unsubscribe is a 2020 horror film created by filmmaker Christian Nilsson and YouTuber Eric Tabach. It stars Tabach, Charlie Tahan and YouTuber Michelle Khare, and other successful YouTubers like Thomas Brag and Zach Kornfeld. The 29-minute film follows five famous YouTubers who are tricked into joining an online call, only to find themselves stalked and hunted by an internet troll on camera.",--Eric Tabach--Charlie Tahan--Michelle Khare,Unsubscribe,2020 films-2020 horror films-2020 short films-American films-American short films,na,na,25488.0,na,na
A Babysitter's Guide to Monster Hunting,65392111,"A Babysitter's Guide to Monster Hunting is a 2020 American family horror film directed by Rachel Talalay and distributed by Netflix. The film was written by Joe Ballarini and is based on his three-part book trilogy of the same name. It stars Tom Felton, Indya Moore, Tamara Smart and Oona Laurence.",--Ian Ho--Lynn Masako Cheng--Oona Laurence--Tamara Smart--Troy Leigh-Anne Johnson--Ty Consiglio--Tom Felton,A Babysitter's Guide to Monster Hunting,2020 films-2020 horror films-American films-American monster movies-English-language Netflix original films-English-language films-Films directed by Rachel Talalay-Films scored by Matthew Margeson-Halloween horror films-Walden Media films,Gregory Middleton,Rachel Talalay,na,Rachel Talalay,English
The Beast Beneath,64784369,"The Beast Beneath is a 2020 American made-for-television horror film written and directed by Dustin Ferguson, starring Mel Novak and Brinke Stevens. It premiered on After Hours Cinema on WGUD-TV August 7, 2020.",Jennifer Nangle--Shawn C. Phillips--Sheri Davis--Brinke Stevens--Mel Novak,The Beast Beneath,2020 films-2020 horror films-2020 television films-American films-English-language films,na,Dustin Ferguson,na,Dustin Ferguson,English
Violation (film),66282942,"Violation is a 2020 Canadian drama horror film directed and written by Madeleine Sims-Fewer and Dusty Mancinelli. It is the feature film debut of the two directors, who have collaborated on several short films displayed at film festivals worldwide. The film stars Madeleine Sims-Fewer, Anna Maguire, Jesse LaVercombe, Obi Abili, Jasmin Geljo and Cynthia Ashperger. The film premiered at the 2020 Toronto International Film Festival. It had its US premiere at the 2021 Sundance Film Festival on February 1, 2021.",--Anna Maguire--Cynthia Ashperger--Jasmin Geljo--Jesse LaVercombe--Madeleine Sims-Fewer--Obi Abili,Violation,2020 directorial debut films-2020 drama films-2020 films-2020 horror films-2020s horror drama films-Canadian films-Canadian horror drama films-Shudder (streaming service) original programming,na,Dusty Mancinelli,na,Dusty Mancinelli,English
Ghost Stories (2020 film),61836448,"Ghost Stories is a 2020 Indian Hindi-language anthology horror film, consisting of four short film segments directed by Karan Johar, Dibakar Banerjee, Zoya Akhtar and Anurag Kashyap. It is co-produced by Ronnie Screwvala and Ashi Dua under their production banner RSVP Movies and Flying Unicorn Entertainment respectively. The film features an ensemble cast including Mrunal Thakur, Avinash Tiwary, Janhvi Kapoor, Raghuvir Yadav, Sobhita Dhulipala, Vijay Varma and Pavail Gulati. It was released on Netflix on January 1, 2020.",--Anish Bamne--Pavail Gulati--Avinash Tiwary--Gulshan Devaiah--Janhvi Kapoor--Mrunal Thakur--Raghuvir Yadav--Sobhita Dhulipala--Surekha Sikri,Ghost Stories,2020 direct-to-video films-2020 films-2020 horror films-Films directed by Anurag Kashyap-Films directed by Dibakar Banerjee-Films directed by Karan Johar-Films directed by Zoya Akhtar-Hindi-language Netflix original films-Indian anthology films-Indian direct-to-video films-Indian films-Indian horror anthology films,na,Anurag Kashyap,na,Anurag Kashyap,Hindi
Ghost Stories (2020 film),61836448,"Ghost Stories is a 2020 Indian Hindi-language anthology horror film, consisting of four short film segments directed by Karan Johar, Dibakar Banerjee, Zoya Akhtar and Anurag Kashyap. It is co-produced by Ronnie Screwvala and Ashi Dua under their production banner RSVP Movies and Flying Unicorn Entertainment respectively. The film features an ensemble cast including Mrunal Thakur, Avinash Tiwary, Janhvi Kapoor, Raghuvir Yadav, Sobhita Dhulipala, Vijay Varma and Pavail Gulati. It was released on Netflix on January 1, 2020.",--Anish Bamne--Pavail Gulati--Avinash Tiwary--Gulshan Devaiah--Janhvi Kapoor--Mrunal Thakur--Raghuvir Yadav--Sobhita Dhulipala--Surekha Sikri,Ghost Stories,2020 direct-to-video films-2020 films-2020 horror films-Films directed by Anurag Kashyap-Films directed by Dibakar Banerjee-Films directed by Karan Johar-Films directed by Zoya Akhtar-Hindi-language Netflix original films-Indian anthology films-Indian direct-to-video films-Indian films-Indian horror anthology films,na,Zoya Akhtar,na,Zoya Akhtar,Hindi
Cadaver (2020 film),65648647,"Cadaver (Norwegian: Kadaver) is a 2020 Norwegian horror film directed and written by Jarand Herdal and starring Gitte Witt, Thomas Gullestad and Thorbjørn Harr.",--Gitte Witt--Thomas Gullestad--Thorbjørn Harr,Cadaver,2020 films-2020 horror films-Norwegian-language Netflix original films-Norwegian horror films,na,na,na,na,Norwegian
The Call (2020 American film),65415092,"The Call is a 2020 American horror film directed by Timothy Woodward Jr. and starring Lin Shaye, Tobin Bell, Erin Sanders, and Chester Rushing. The film was written by Patrick Stibbs.",--Chester Rushing--Lin Shaye--Tobin Bell,The Call,2020 films-2020 horror films-American films-American horror films,na,Timothy Woodward Jr.,726427.0,Timothy Woodward Jr.,English
May the Devil Take You Too,65812329,"May the Devil Take You Too (Indonesian: Sebelum Iblis Menjemput Ayat 2, lit. 'Before the Devil Picked up: Verse Two'), also referred to as May the Devil Take You: Chapter Two, is a 2020 horror-fantasy film directed and written by Timo Tjahjanto. The sequel to the 2018 film May the Devil Take You and Tjahjanto has announced plans for a third installment in the series.",Chelsea IslanWidika SidmoreHadijah ShahabBaskara MahendraShareefa Daanish,May the Devil Take You Too,2020 fantasy films-2020 films-2020 horror films-Demons in film-Fiction about monsters-Indonesian-language films-Indonesian dark fantasy films-Shudder (streaming service) original programming,na,Timo Tjahjanto,na,Timo Tjahjanto,Indonesian
The Old Ways,67507421,"The Old Ways is a 2020 American horror film directed by Christopher Alender. It stars Brigitte Kali Canales as Cristina Lopez, a Mexican-American reporter who returns to her hometown near Veracruz in search of a story on witchcraft. There, she is kidnapped by a group of locals, including a bruja (a female practitioner of witchcraft), who believe her to be possessed by a demon. The Old Ways had its world premiere at the Sitges Film Festival in October 2020.",--AJ Bowen--Andrea Cortés--Brigitte Kali Canales--Julia Vera--Sal Lopez,The Old Ways,2020 horror films-American films-American horror films-Demons in film-Films about exorcism-Films about witchcraft-Films set in Mexico-Hispanic and Latino American horror films,na,na,na,na,Spanish
The Superdeep,65691120,"The Superdeep (Russian: Кольская сверхглубокая) is a 2020 Russian horror film directed by Arseny Syuhin, based on the real-life Kola Superdeep Borehole. The film focuses on a group of researchers and soldiers who investigate the mystery surrounding reports of a disease outbreak at a secret underground research facility in 1984 Russia.",--Kirill Kovbas--Maksim Radugin--Milena Radulovic--Nikita Dyuvbanov--Vadim Demchog,The Superdeep,2020 films-2020 horror films-Russian-language films-Russian films-Russian science fiction horror films,na,na,na,na,Russian
They Live Inside Us,61965427,"They Live Inside Us is an American independent horror film written and directed by Michael Ballif, and produced by Ballif, James Morris, Allen Bradford, and Jordan Swenson. It is an adaptation of episode #4 of The Witching Season anthology series, and once again stars James Morris in the lead role.","Emily Broschinsky--Hailey Nebeker,--James Morris--Stevie Dutson",They Live Inside Us,2020 films-2020 horror films-2020 independent films-American films-American horror anthology films-Anthology film series-Films about writers-Films shot in Utah-Halloween horror films,na,na,na,na,English
The Dark and the Wicked,65074569,"The Dark and the Wicked is a 2020 American horror film written and directed by Bryan Bertino. It stars Marin Ireland, Michael Abbott Jr. and Xander Berkeley. The film had its world premiere at the Fantasia International Film Festival on August 28, 2020. It was released on November 6, 2020, by RLJE Films.",--Marin Ireland--Michael Abbott Jr.--Xander Berkeley,The Dark and the Wicked,2020 films-2020 horror films-American films-American supernatural horror films-Demons in film,na,Bryan Bertino,422174.0,Bryan Bertino,English
The Turning (2020 film),56700354,"The Turning is a 2020 American supernatural horror film directed by Floria Sigismondi and written by Carey W. Hayes and Chad Hayes. It is a modern adaptation of the 1898 ghost story The Turn of the Screw by Henry James. The film stars Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, and Joely Richardson, and follows a young governess in 1994 who is hired to watch over two children after their parents are killed.",--Brooklynn Prince--Finn Wolfhard--Joely Richardson--Mackenzie Davis,The Turning,2020 films-2020 horror films-2020s ghost films-2020s supernatural horror films-Amblin Entertainment films-American films-American ghost films-American haunted house films-American supernatural horror films-British films-British ghost films-British supernatural horror films-DreamWorks Pictures films-English-language films-Films based on The Turn of the Screw-Films produced by Roy Lee-Films scored by Nathan Barr-Films set in 1994-Films set in Maine-Films shot in the Republic of Ireland-Irish supernatural horror films-Universal Pictures films-Vertigo Entertainment films,na,Floria Sigismondi,1.94E7,Floria Sigismondi,English
Children of the Corn (2020 film),65696861,"Children of the Corn is a 2020 American supernatural horror film written and directed by Kurt Wimmer. It is a prequel to Children of the Corn (1984) and the eleventh installment of the Children of the Corn series. The film was released in limited theaters on October 23, 2020.",--Bruce Spence--Callan Mulvey--Elena Kampouris--Kate Moyer,Children of the Corn,2020 films-2020 horror films-2020s slasher films-2020s supernatural horror films-American films-American slasher films-American supernatural horror films-Children of the Corn-English-language films-Films about religion-Films based on works by Stephen King-Films directed by Kurt Wimmer-Films set in Nebraska-Films shot in New South Wales-Folk horror films-Prequel films-Religious horror films,na,Kurt Wimmer,1025.0,Kurt Wimmer,English
Peninsula (film),63495965,"Peninsula (Korean: 반도; Hanja: 半島; RR: Bando; marketed in North America, British Isles and India as Train to Busan Presents: Peninsula) is a 2020 South Korean action-horror film directed by Yeon Sang-ho. It is a standalone sequel to the 2016 film Train to Busan and follows a soldier who is sent along with his team to retrieve a truck full of money from the wastelands of the Korean peninsula now inhabited by zombies, rogue militia, and a family. The film was released in South Korea on 15 July 2020. It received mixed reviews from critics and has grossed $42.7 million worldwide.",--Gang Dong-won--Lee Jung-hyun--Lee Re,Peninsula,2020 action films-2020 films-2020 horror films-Films directed by Yeon Sang-ho-IFC Films films-IMAX films-Korean-language films-Next Entertainment World films-South Korean action horror films-South Korean action thriller films-South Korean films-South Korean horror thriller films-South Korean post-apocalyptic films-South Korean zombie films,na,Yeon Sang-ho,4.27E7,Yeon Sang-ho,
Unearth (film),67576139,"Unearth is a 2020 American horror film directed and edited by John C. Lyons and Dorota Swies, from a screenplay by Lyons and Kelsey Goldberg. It stars Adrienne Barbeau and Marc Blucas as the respective heads of two neighboring farm families in the rural United States. When one of the families leases their land to a natural gas company, the resulting fracking releases a force that threatens the lives of both families. Alongside Barbeau and Blucas, the film's cast includes P. J. Marshall, Allison McAtee, Rachel McKeon, Monica Wyche, and Brooke Sorenson.",--Adrienne Barbeau--Allison McAtee--Brooke Sorenson--Marc Blucas--Monica Wyche--P. J. Marshall--Rachel McKeon,Unearth,2020 horror films-American films-American horror films-Environmental films-Films about farmers-Films set in the United States,na,na,na,na,English
The Retreat (film),66021750,"The Retreat is a 2020 American horror film written and directed by Bruce Wemple. Set in the Adirondack High Peaks of upstate New York, the film stars Grant Schumacher as Gus, a man who, during a winter backpacking trip with his friend Adam (Dylan Grunn), finds himself tormented by a wendigo. The Retreat was released on DVD and video on demand on November 10, 2020.",Chris Cimperman--Dylan Grunn--Grant Schumacher,The Retreat,2020 films-2020 horror films-2020 psychological thriller films-2020s monster movies-American films-American horror films-American monster movies-American psychological thriller films-English-language films-Films about drugs-Films based on Native American mythology-Films set in New York (state)-Films set in forests-Wendigos in popular culture,na,na,na,na,English
