film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
The Last Exorcism,26588977,"The Last Exorcism is a 2010 American found footage supernatural horror film directed by Daniel Stamm. It stars Patrick Fabian, Ashley Bell, Iris Bahr, and Louis Herthum. After years of performing exorcisms, a disillusioned evangelical minister decides to participate in a documentary chronicling his last exorcism while exposing the fraud of his ministry. After receiving a letter from a farmer asking for help in driving out the devil, he meets the farmer's afflicted daughter.The film received positive reviews from critics and was a box office success, grossing more than $67 million against a $1.8 million budget.",Ashley Bell (actress)--Patrick Fabian,The Last Exorcism,"2010 films-2010 horror films-2010s supernatural films-American films-American mockumentary films-American supernatural horror films-Baton Rouge, Louisiana-Camcorder films-English-language films-Films about exorcism-Films produced by Eli Roth-Films produced by Marc Abraham-Films scored by Nathan Barr-Films set in Louisiana-Films shot in Louisiana-Films shot in New Orleans-Found footage films-StudioCanal films-Vivendi franchises",na,Daniel Stamm,6.77E7,Daniel Stamm,English
Dante's Inferno: An Animated Epic,25744220,"Dante's Inferno: An Animated Epic is a direct to DVD animated dark fantasy action film released on February 9, 2010. Based on Dante's Inferno video game which is itself loosely based on Dante's Inferno, Dante must travel through the circles of Hell and battle demons, creatures, monsters, and even Lucifer himself to save his beloved Beatrice.",--Graham McTavish--Peter Jessop,Dante's Inferno: An Animated Epic,2010 animated films-2010 anime films-2010 direct-to-video films-2010 films-2010 horror films-2010s American animated films-2010s action horror films-2010s fantasy action films-American action horror films-American adult animated films-American animated horror films-American anthology films-American dark fantasy films-American films-American horror anthology films-Animated films based on video games-Anime films based on video games-Demons in film-English-language films-Fantasy anthology films-Film Roman films-Films based on works by Dante Alighieri-Films set in hell-Greco-Roman mythology in popular culture-Horror anime and manga-Japanese action horror films-Japanese animated fantasy films-Japanese animated horror films-Japanese anthology films-Japanese dark fantasy films-Japanese films-Limbo-Manglobe-Production I.G-Purgatory in fiction-South Korean animated horror films-South Korean films-The Devil in film-Works based on Electronic Arts video games,na,Mike Disa,na,Mike Disa,English
Dante's Inferno: An Animated Epic,25744220,"Dante's Inferno: An Animated Epic is a direct to DVD animated dark fantasy action film released on February 9, 2010. Based on Dante's Inferno video game which is itself loosely based on Dante's Inferno, Dante must travel through the circles of Hell and battle demons, creatures, monsters, and even Lucifer himself to save his beloved Beatrice.",--Graham McTavish--Peter Jessop,Dante's Inferno: An Animated Epic,2010 animated films-2010 anime films-2010 direct-to-video films-2010 films-2010 horror films-2010s American animated films-2010s action horror films-2010s fantasy action films-American action horror films-American adult animated films-American animated horror films-American anthology films-American dark fantasy films-American films-American horror anthology films-Animated films based on video games-Anime films based on video games-Demons in film-English-language films-Fantasy anthology films-Film Roman films-Films based on works by Dante Alighieri-Films set in hell-Japanese films-Limbo-Production I.G-South Korean animated horror films-South Korean films-The Devil in film-Works based on Electronic Arts video games,na,Victor Cook,na,Victor Cook,English
Cold Fish,32373933,"Cold Fish (冷たい熱帯魚, Tsumetai Nettaigyo) is a 2010 Japanese film directed by Sion Sono. Cold Fish premiered at the 67th Venice International Film Festival on September 7, 2010, and received the best screenplay award in the Fantastic Features section at Fantastic Fest 2010. The film was released as part of the Bloody Disgusting Selects line.",Asuka Kurosawa--Denden--Mitsuru Fukikoshi,Cold Fish,2010 films-2010 horror films-2010 horror thriller films-2010s serial killer films-Films directed by Sion Sono-Horror films based on actual events-Japanese films-Japanese horror thriller films-Japanese serial killer films-Nikkatsu films,na,Sion Sono,na,Sion Sono,Japanese
Dinoshark,27663923,"Dinoshark is a 2010 low budget Syfy horror film. It was shown on Syfy on March 13, 2010.",Eric Balfour,Dinoshark,2010 films-2010 horror films-2010 television films-2010s monster movies-American films-American horror television films-American monster movies-American natural horror films-Films about dinosaurs-Films about shark attacks-Films about sharks-Films produced by Julie Corman-Films produced by Roger Corman-Giant monster films-Shark attacks in fiction-Syfy original films,na,na,na,na,English
Kaalo,29642103,"Kaalo is a Hindi horror film, directed by Wilson Louis and produced by Yash Patnaik, Mamta Patnaik and Dhaval Gada. The film was released on 17 December 2010 under the Beyond Dreams Entertainment Ltd. banner. It was dubbed in Bhojpuri as same title of this name.",Abhijit satham--Sheela David--Tripta--Aditya Lakhia--Aditya Shrivastava--Hemant Pandey--Kanwarjit Paintal--Madhurima Tuli--Raj Arjun--Swini Khara,Kaalo the movie,2010 films-2010 horror films-2010s slasher films-Films set in Rajasthan-Films shot in Rajasthan-Hindi-language horror films-Indian films-Indian horror films-Indian slasher films,na,na,na,na,Hindi
Predicament,41031478,"Predicament is a 2010 comedy horror film based on the 1975 novel by Ronald Hugh Morrieson and starring Jemaine Clement of the musical comedy duo Flight of the Conchords plus Tim Finn of the Finn Brothers. Filmed in Hawera and Eltham in Taranaki, it was the last Morrieson novel to be adapted for cinema; his other three novels were filmed in the 1980s.",Hayden Frost--Heath Franklin--Jemaine Clement--Tim Finn,Predicament,2010 comedy films-2010 comedy horror films-2010 films-2010 horror films-English-language films-Films based on New Zealand novels-Films set in New Zealand-Films set in the 1930s-Films shot in New Zealand-New Zealand comedy horror films-New Zealand films,na,Jason Stutter,na,Jason Stutter,English
13Hrs,31514497,"13Hrs, also known by the name Night Wolf, is a 2010 British horror film directed by Jonathan Glendening. The film stars Isabella Calthorpe as the main female lead, and also features Gemma Atkinson, John Lynch, Joshua Bowman, Antony De Liseo and Tom Felton.",Gemma Atkinson--Isabella Calthorpe--Tom Felton,13,2010 films-2010 horror films-British films-British horror films-British supernatural horror films-English-language films-Werewolves in film,Jordan Cushing,na,na,na,English
Sella Turcica (film),36406869,"Sella Turcica is a 2010 horror film written and directed by Fred Vogel, and co-written by Shelby Vogel and Don Moore.",Allie Nickel--Camille Keaton--Damien A. Maruscak--Harvey Daniels--Jade Risser--Sarah Thornton--Sean P. McCarthy,Sella Turcica,2010 direct-to-video films-2010 war drama films-2010s horror drama films-American zombie films-Films directed by Fred Vogel-Films shot in Ohio-Iraq War films,na,na,na,na,English
A Nightmare on Elm Street (2010 film),23286957,"A Nightmare on Elm Street is a 2010 American slasher film directed by Samuel Bayer, and written by Wesley Strick and Eric Heisserer. The film stars Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy, Thomas Dekker, and Kellan Lutz. Produced by Michael Bay and Platinum Dunes, it is a remake of Wes Craven's 1984 film of the same name and a reboot of the Nightmare on Elm Street franchise. The film is set in a fictitious town of Ohio and centers around a group of teenagers living on one street who are stalked and murdered in their dreams by a disfigured man named Freddy Krueger. The teenagers discover that they all share a common link from their childhood that makes them targets for Krueger.",--Jackie Earle Haley--Katie Cassidy--Kellan Lutz--Kyle Gallner--Rooney Mara--Thomas Dekker,A Nightmare on Elm Street,2010 directorial debut films-2010 films-2010 horror films-2010s ghost films-2010s serial killer films-2010s slasher films-2010s teen horror films-A Nightmare on Elm Street (franchise) films-Adaptations of works by Wes Craven-American film remakes-American films-American films about revenge-American ghost films-American serial killer films-American slasher films-American supernatural horror films-D-Box motion-enhanced films-English-language films-Films about child sexual abuse-Films about nightmares-Films about pedophilia-Films directed by Samuel Bayer-Films produced by Andrew Form-Films produced by Bradley Fuller-Films produced by Michael Bay-Films scored by Steve Jablonsky-Films set in Ohio-Films shot in Illinois-Films shot in Indiana-Horror film remakes-New Line Cinema films-Warner Bros. films,na,Samuel Bayer,1.177E8,Samuel Bayer,English
The Last Exorcism,26588977,"The Last Exorcism is a 2010 American found footage supernatural horror film directed by Daniel Stamm. It stars Patrick Fabian, Ashley Bell, Iris Bahr, and Louis Herthum. After years of performing exorcisms, a disillusioned evangelical minister decides to participate in a documentary chronicling his last exorcism while exposing the fraud of his ministry. After receiving a letter from a farmer asking for help in driving out the devil, he meets the farmer's afflicted daughter.The film received positive reviews from critics and was a box office success, grossing more than $67 million against a $1.8 million budget.",Ashley Bell (actress)--Patrick Fabian,The Last Exorcism,"2010 films-2010 horror films-2010s supernatural films-American films-American mockumentary films-American supernatural horror films-Baton Rouge, Louisiana-Camcorder films-English-language films-Films about exorcism-Films produced by Eli Roth-Films produced by Marc Abraham-Films scored by Nathan Barr-Films set in Louisiana-Films shot in Louisiana-Films shot in New Orleans-Found footage films-StudioCanal films-Vivendi franchises",na,Daniel Stamm,6.77E7,Daniel Stamm,English
Saw 3D,24341999,"Saw 3D (also known as Saw: The Final Chapter) is a 2010 American 3D horror film directed by Kevin Greutert and written by Patrick Melton and Marcus Dunstan. It is the seventh installment in the Saw film series. The film stars Tobin Bell, Costas Mandylor, Betsy Russell, Sean Patrick Flanery, and Cary Elwes. It also featured the final film appearance of Chester Bennington before his death in 2017. The plot follows a man who, after falsely claiming to be a survivor of one of the Jigsaw Killer's games in order to become a local celebrity, finds himself part of a real game where he must save his wife. Meanwhile, Jill Tuck informs the Internal Affairs that rogue Detective Mark Hoffman is the man responsible for the recent Jigsaw games, and Hoffman hunts her down.",--Betsy Russell--Cary Elwes--Costas Mandylor--Sean Patrick Flanery--Tobin Bell,Saw 3D,2010 3D films-Films directed by Kevin Greutert-Films scored by Charlie Clouser,na,Kevin Greutert,1.362E8,Kevin Greutert,English
Carnies (film),8696875,Carnies is a 2010 horror film directed by and starring Doug Jones.,Chris Staviski--Doug Jones (actor)--Lee Perkins (actor)--Reggie Bannister,Carnies,2010 films-2010 horror films-American films-American slasher films,Brian Corder,Brian Corder,na,Brian Corder,English
Denizen (film),25624870,"Denizen is a 2010 low-budget sci-fi horror-action film written and directed by J.A. Steel (also known as Jacquelyn A. Ruffner). The film stars Steel, Julie Corgill, Glen Jensen, Ben Bayless, and Jody Mullins, and is Steel's third feature film.",--Ben Bayless--Dominique Storni--Glen Jensen--J.A. Steel--Julie Corgill,Denizen,2010 LGBT-related films-2010 films-2010 horror films-2010 science fiction action films-2010s monster movies-American LGBT-related films-American action horror films-American films-American monster movies-American science fiction action films-American science fiction horror films-English-language films-Films set in Utah-LGBT-related horror films-LGBT-related science fiction films,na,J.A. Steel,na,J.A. Steel,English
Sparrow (2010 film),27745239,"Sparrow or Wróbel is a 2010 Polish-British slasher horror film, directed by Shaun Troke, written by Matthew Mosley and Justin Di Febo, and produced by independent filmmaker Wojciech Stuchlik. The film stars Jack W. Carter, Alexis Jayne Defoe, , Sarah Linda, Thomas James Longley and Faye Sewell. Sparrow was shot in Poland on a budget of just £20,000, with a primarily British cast. The film premiered in October 2010, and was shown at the American Film Market in November 2011. Sparrow was released on DVD in the U.S in 2013.",Alexis Jayne Defoe--Faye Sewell--Eric Kolelas--Thomas James Longley,Sparrow,2010 films-2010 horror films-2010s slasher films-British films-British horror films-British independent films-British teen horror films-English-language films-Films shot in Poland-Polish films-Polish horror films-Polish teen films,na,Shaun Troke,na,Shaun Troke,English
Mongolian Death Worm (film),32626667,"Mongolian Death Worm is a 2010 television film directed by Steven R. Monroe and stars Sean Patrick Flanery that was aired on May 8, 2010 on Syfy.",Drew Waters--George Cheung--Sean Patrick Flanery--Victoria Pratt,Mongolian Death Worm,2010 action films-2010 films-2010 horror films-2010 television films-2010s monster movies-2010s science fiction films-Action television films-American action films-American films-American monster movies-American science fiction television films-CineTel Films films-Films directed by Steven R. Monroe-Films scored by Pinar Toprak-Sonar Entertainment films-Syfy original films,na,Steven R. Monroe,na,Steven R. Monroe,English
Slime City Massacre,31473316,"Slime City Massacre is a 2010 science fiction comedy-horror sequel film directed by Greg Lamberson and starring Jennifer Bihl, Kealan Patrick Burke, Debbie Rochon and Robert Sabin. It is a sequel to Greg Lamberson's earlier Slime City.",Jennifer Bihl--Robert Sabin--Debbie Rochon--Kealan Patrick Burke,Slime City Massacre,2010 comedy films-2010 films-2010 horror films-2010s comedy horror films-2010s science fiction horror films-American comedy horror films-American films-American science fiction comedy films-American science fiction horror films-American sequel films-English-language films-Films shot in New York City,na,Greg Lamberson,na,Greg Lamberson,English
Black Rat (film),65808580,"Black Rat (Japanese: クロネズミ, Hepburn: Kuronezumi) is a 2010 Japanese slasher film directed by Kenta Fukasaku. It stars Misaki Yonemura, Hiroya Matsumoto, and . The film's plot follows six high school students who receive mysterious messages asking them to meet in a classroom at midnight, after which they are targeted by a figure wearing a schoolgirl uniform and a rat mask.",Misaki Yonemura--Hiroya Matsumoto--Rina Saito,Black Rat,2010 films-2010 horror films-2010s Japanese films-2010s slasher films-Films about suicide-Japanese films-Japanese films about revenge-Japanese horror films-Japanese slasher films,na,Kenta Fukasaku,na,Kenta Fukasaku,Japanese
Two Eyes Staring,38406633,Two Eyes Staring originally titled Zwart Water is a 2010 Dutch horror film directed by Elbert van Strien and co-written by van Strien and Paulo van Vliet.,Hadewych Minis,Two Eyes Staring,2010 films-2010 horror films-Dutch horror films,na,na,na,na,Dutch
Death Bell 2: Bloody Camp,29203494,Death Bell 2: Bloody Camp (Korean: 고死 두번째 이야기 : 교생실습; RR: Gosa dubeonjjae iyagi : Gyosaengsilseup) is a 2010 Korean slasher film. It was directed by Yoo Sun-dong and is a sequel to the 2008 film Death Bell. The story is unrelated to the previous film.,Hwang Jung-eum--Kim Su-ro--Park Eun-bin--Park Ji-yeon--Son Ho-jun--Yoon Seung-ah--Yoon Shi-yoon,Death Bell 2: Bloody Camp,2010 films-2010 horror films-Korean-language films-South Korean films-South Korean horror films,na,na,na,na,Korean
Cyrus: Mind of a Serial Killer,33507904,"Cyrus, longer title Cyrus: Mind of a Serial Killer is a 2010 thriller horror film based on real events, written and directed by Mark Vadik and starring Brian Krause, Lance Henriksen and Danielle Harris.",--Brian Krause--Danielle Harris--Lance Henriksen,Cyrus,2010 films-2010 horror films-2010 horror thriller films-2010s serial killer films-American films-American horror thriller films-American serial killer films-English-language films-Films scored by Frederik Wiedmann-Films shot in Michigan,na,na,na,na,English
Dante's Inferno: Abandon All Hope,31993638,Dante's Inferno: Abandon All Hope is a 2010 black and white film produced and directed by Boris Acosta. The story is based on the first part of Dante Alighieri's Divine Comedy - Inferno.,Jenn Gotzon--Lalo Cibelli--Vittorio Matteucci--Armand Mastroianni--Diane Salinger--Jsu Garcia--Martin Kove--Nia Peeples--Stella Stevens--Vincent Spano,Dante's Inferno: Abandon All Hope,2010s American animated films-American films-English-language films-Films based on works by Dante Alighieri-Italian-language films-Purgatory in fiction,na,na,na,na,Italian
Orr Eravuu,19384107,"Orr Eravuu (Tamil: ஓர் இரவு; English: One night) is a 2010 Tamil independent horror film directed by three debutants, Hari Shankar, Hareesh Narayan and Krishna Sekhar. The film is about Paranormal occurrences. Spirits and ghosts are believed to have a close kinship with the night. Based on this concept Orr Eravuu was made. The entire film was shot from the protagonist's viewpoint, using shaky camerawork, reportedly the first Indian viewpoint film.",Sathish. G,Orr Eravuu,2010 directorial debut films-2010 films-2010 horror films-2010s Tamil-language films-Films shot in Munnar-Indian films-Indian horror films,na,na,na,na,Tamil
Black Death (film),23887068,"Black Death is a 2010 German–British action horror film directed by Christopher Smith from an original screenplay by Dario Poloni. It stars Sean Bean, Eddie Redmayne and Carice van Houten. Despite not being credited as a writer, Smith made very significant changes in the second half of the script, including a new ending. All the scenes of Black Death were shot in chronological order, a rare occurrence.",--Andy Nyman--Carice van Houten--Eddie Redmayne--John Lynch--Kimberley Nixon--Sean Bean--Tim McInnerny,Black Death,2010 films-2010 horror films-2010s adventure films-British adventure films-British films-British horror films-English-language films-Films about the Black Death-Films set in England-Films shot in Germany-German adventure films-German films-German horror films-Gothic horror films,na,Christopher Smith (director),272445.0,Christopher Smith (director),Latin
Black Death (film),23887068,"Black Death is a 2010 German–British action horror film directed by Christopher Smith from an original screenplay by Dario Poloni. It stars Sean Bean, Eddie Redmayne and Carice van Houten. Despite not being credited as a writer, Smith made very significant changes in the second half of the script, including a new ending. All the scenes of Black Death were shot in chronological order, a rare occurrence.",--Andy Nyman--Carice van Houten--Eddie Redmayne--John Lynch--Kimberley Nixon--Sean Bean--Tim McInnerny,Black Death,2010 films-2010 horror films-2010s adventure films-British adventure films-British films-British horror films-English-language films-Films about the Black Death-Films directed by Christopher Smith-Films set in England-Films set in the 14th century-Films shot in Germany-Folk horror films-German adventure films-German films-German horror films-Gothic horror films-Latin-language films,na,Christopher Smith (director),272445.0,Christopher Smith (director),English
Saw 3D,24341999,"Saw 3D (also known as Saw: The Final Chapter) is a 2010 American 3D horror film directed by Kevin Greutert and written by Patrick Melton and Marcus Dunstan. It is the seventh installment in the Saw film series. The film stars Tobin Bell, Costas Mandylor, Betsy Russell, Sean Patrick Flanery, and Cary Elwes. It also featured the final film appearance of Chester Bennington before his death in 2017. The plot follows a man who, after falsely claiming to be a survivor of one of the Jigsaw Killer's games in order to become a local celebrity, finds himself part of a real game where he must save his wife. Meanwhile, Jill Tuck informs the Internal Affairs that rogue Detective Mark Hoffman is the man responsible for the recent Jigsaw games, and Hoffman hunts her down.",--Betsy Russell--Cary Elwes--Costas Mandylor--Sean Patrick Flanery--Tobin Bell,Saw 3D Original Motion Picture Soundtrack,2010 3D films-2010 films-2010 horror films-2010s serial killer films-American films-American sequel films-American serial killer films-Crime horror films-English-language films-Films directed by Kevin Greutert-Films scored by Charlie Clouser-Films shot in Toronto-Lionsgate films-Saw (franchise) films-Torture in films,na,Kevin Greutert,1.362E8,Kevin Greutert,English
The Reef (2010 film),27634989,"The Reef is a 2010 Australian horror film. The film was written and directed by Andrew Traucki, his second feature film (the first being Black Water), and is about a group of friends who capsize while sailing to Indonesia. The group decides that their best bet for survival is to swim to a nearby island but they find themselves stalked by a great white shark.",Adrienne Pickering--Damian Walshe-Howling--Gyton Grantley--Zoe Naylor,The Reef,2010 films-2010 horror films-2010 horror thriller films-Atlas Entertainment films-Australian films-Australian horror thriller films-Australian natural horror films-English-language films-Films about shark attacks-Films about sharks-Films about survivors of seafaring accidents or incidents-Films set in Oceania-Films set on beaches-Films set on islands-Films shot in Queensland,na,Andrew Traucki,124764.0,Andrew Traucki,English
Paranormal Activity 2,27923824,"Paranormal Activity 2 is a 2010 American found footage supernatural horror film directed by Tod Williams and written by Christopher Landon, Michael R. Perry and Tom Pabst. The film is a prequel to the 2007 film Paranormal Activity, beginning two months before and following up with the events depicted in the original film. It was released in theaters at midnight on October 22, 2010 in the United States, the United Kingdom, Canada, Mexico, Brazil, Argentina, Poland and Ireland.An unrated version of the film was also released.",--Brian Boland--Katie Featherston--Molly Ephraim--Sprague Grayden,Paranormal Activity 2,2010 films-2010 horror films-American films-American supernatural horror films-Blumhouse Productions films-Demons in film-English-language films-Films directed by Tod Williams-Films produced by Jason Blum-Films set in 2006-Films with screenplays by Christopher B. Landon-IMAX films-Paramount Pictures films-Paranormal Activity (film series),na,Tod Williams (filmmaker),1.775E8,Tod Williams (filmmaker),English
Demonic Toys 2,23605553,"Demonic Toys 2 (also known as Demonic Toys: Personal Demons) is a 2010 horror film written and directed by William Butler and produced by Charles Band. It is a slasher film and is a sequel to Demonic Toys. A sequel/spin-off, Baby Oopsie"" will release in 2021.""",Elizabeth Bell--Leslie Jordan--Selene Luna,Demonic Toys 2: Personal Demons,2010 films-2010 horror films-American films-American sequel films-American supernatural horror films-Demonic Toys films-English-language films-Films about sentient toys-Films featuring puppetry-Films scored by Richard Band-Full Moon Features films,Thomas L. Callaway,William Butler (actor),na,William Butler (actor),English
D.C. Sniper,24595240,"D.C. Sniper is a 2010 American direct-to-video drama-thriller film directed by Ulli Lommel and written by Lommel and Ken Foree. It stars Foree, Christopher Kriesa and Maria Ochoa.",Christopher Kriesa--Maria Ochoa--Ken Foree,D.C. Sniper,"2010 crime thriller films-2010 films-2010 horror films-American crime thriller films-American films-American serial killer films-Crime films based on actual events-English-language films-Films directed by Ulli Lommel-Films scored by Robert J. Walsh-Films set in Washington, D.C.-Films shot in Washington, D.C.-Thriller films based on actual events",Ulli Lommel,Ulli Lommel,na,Ulli Lommel,English
Carnies (film),8696875,Carnies is a 2010 horror film directed by and starring Doug Jones.,Chris Staviski--Doug Jones (actor)--Lee Perkins (actor)--Reggie Bannister,Carnies,2010 films-2010 horror films-American films-American slasher films,Geoff Hamby,Brian Corder,na,Brian Corder,English
Sint,29529433,"Sint (released on DVD as Saint in Europe and Saint Nick in the United States) is a 2010 Dutch dark comedy horror film about Sinterklaas, the character on which the Anglo-Saxon Santa Claus is based. The film was directed by Dick Maas and marked his return to the horror genre, in which he gained acclaim with his debut De Lift (1983) and Amsterdamned (1988). The story distorts the popular traditions of Sinterklaas and portrays him as a ghost who murders large numbers of people when his annual celebration night coincides with a full moon.",Bert Luppes--Caro Lenssen--Egbert Jan Weeber--Huub Stapel,Sint,2010 comedy films-2010 comedy horror films-2010 films-2010 horror films-2010s Christmas horror films-Christmas horror films-Dutch-language films-Dutch comedy horror films-Dutch films-Dutch slasher films-Films directed by Dick Maas-Films set in the Netherlands-Films shot in the Netherlands-Sinterklaas films,na,Dick Maas,na,Dick Maas,Dutch
Zalzalaa En'buri Aun,58554638,"Zalzalaa En'buri Aun is a 2010 horror film written, produced and directed by Ahmed Nimal. Produced under Nims Films, the film stars Yoosuf Shafeeu, Sheela Najeeb and Mohamed Manik in pivotal roles. The film was released on 26 April 2010. It is a spin-off to Aslam Rasheed's horror classic film Zalzalaa (2000) starring, Ibrahim Wisan, Ali Shameel and Niuma Mohamed. The entire film is shot at B. Goidhoo. It took eight months to be completed and ready for release.",Mohamed Manik--Niuma Mohamed--Sheela Najeeb--Yoosuf Shafeeu,Zalzalaa En'buri Aun,2010 films-2010 horror films-Maldivian films-Maldivian horror films,na,Ahmed Nimal,na,Ahmed Nimal,Dhivehi
Denizen (film),25624870,"Denizen is a 2010 low-budget sci-fi horror-action film written and directed by J.A. Steel (also known as Jacquelyn A. Ruffner). The film stars Steel, Julie Corgill, Glen Jensen, Ben Bayless, and Jody Mullins, and is Steel's third feature film.",J.A. Steel--Julie Corgill,Denizen,LGBT-related science fiction films,na,J.A. Steel,na,J.A. Steel,English
The Book of Zombie,34077321,"The Book of Zombie is a 2010 American independent horror film written by and directed by , and . Brian Ibsen, Larisa Peters, Andrew Loviska, Paul Cantu, Bill Johns, Adrienne MacIain, Andy Evans, Adam Gehrke, and Elissa Dowling star as survivors of a Mormon-themed zombie attack.",--Adam Gehrke--Adrienne MacIain--Andrew Loviska--Andy Evans--Bill Johns--Brian Ibsen--Elissa Dowling--Larisa Peters--Paul Cantu,The Book of Zombie,2010 films-2010 horror films-American films-American independent films-American zombie films-Films critical of religion,na,Scott Kragelund,na,Scott Kragelund,English
L.A. Zombie,24061146,"L.A. Zombie is a 2010 gay pornographic zombie horror film written and directed by Bruce LaBruce. It premiered in competition at Locarno International Film Festival in Switzerland in 2010. The film exists in two versions, a 63-minute cut version showcased at various festivals and theatres and a 103-minute directors cut DVD release containing hardcore gay pornography not seen in the cut version.",François Sagat,L.A. Zombie,2010 LGBT-related films-2010 films-2010 horror films-2010s avant-garde and experimental films-2010s pornographic films-Alt porn-American avant-garde and experimental films-American films-American pornographic films-American splatter films-Bondage pornography-English-language films-Films about homelessness-Films about zombies-Films directed by Bruce LaBruce-Films set in Los Angeles-Films shot in Los Angeles-Gay pornographic films-German avant-garde and experimental films-German films-German horror films-German pornographic films-LGBT-related controversies in film-LGBT-related horror films-Necrophilia in film-Obscenity controversies in film-Pornographic horror films-Pornographic zombie films,na,Bruce LaBruce,na,Bruce LaBruce,English
Dinoshark,27663923,"Dinoshark is a 2010 low budget Syfy horror film. It was shown on Syfy on March 13, 2010.",Eric Balfour,Dinoshark,2010 films-2010 horror films-2010 television films-2010s monster movies-American films-American horror television films-American monster movies-American natural horror films-Films about dinosaurs-Films about shark attacks-Films about sharks-Films produced by Julie Corman-Films produced by Roger Corman-Giant monster films-Shark attacks in fiction-Syfy original films,na,na,na,na,English
Rokkk,31188818,"Rokkk (transl. Banned) is a 2010 Indian Hindi horror film starring Tanushree Dutta and Udita Goswami. It is the first time that these two actresses star in a movie together. The movie is directed by Rajesh Ranshinge. It is based on supernatural thoughts and inevitable emotions. The movie does not contain any songs, but there was a soundtrack.",Ashwin Khalekar--Shaad Randhawa--Suraj Shukla--Tanushree Dutta--Arif Zakaria--Murli Sharma--Nishigandha Wad--Sachin Khedekar--Udita Goswami,Rokkk,2010 films-2010 horror films-2010 horror thriller films-2010s Hindi-language films-Hindi-language films-Indian films-Indian horror thriller films,na,na,na,na,Hindi
Junkyard Dog (film),47317412,"Junkyard Dog is a 2010 American psychological thriller film written and directed by Kim Bass, and starring Innis Casey, Vivica A. Fox, Galadriel Stineman, Brad Dourif and John Kapelos. The film follows a female FBI agent frantically trying to save an abducted college student from a cannibalistic serial killer and rapist who is keeping her confined in an underground cell.",Innis Casey--Brad Dourif--Galadriel Stineman--John Kapelos--Vivica A. Fox,Junkyard Dog,2010 films-2010 horror films-2010 psychological thriller films-American crime thriller films-American films-American horror thriller films-American police detective films-American serial killer films-Films about cannibalism-Films about kidnapping-Films about psychopaths-Films about rape,na,Kim Bass,na,Kim Bass,English
Mendhamuge Evaguthu,60590619,"Mendhamuge Evaguthu is a 2010 Maldivian horror film written and directed by Yoosuf Shafeeu and Amjad Ibrahim. Produced by Hussain Rasheed, the film stars Yoosuf Shafeeu, Fathimath Fareela, Ali Fizam and Amira Ismail in pivotal roles.",Ahmed Fizam--Amira Ismail--Fathimath Fareela--Yoosuf Shafeeu,Mendhamuge Evaguthu,2010 films-2010 horror films-Maldivian films-Maldivian horror films,na,Amjad Ibrahim,na,Amjad Ibrahim,Dhivehi
Beneath the Dark,34292162,"Beneath the Dark is a 2010 American mystery-thriller film directed by , and starring Josh Stewart, Jamie-Lynn Sigler and Chris Browning. It was originally titled Wake and was inspired by the novel The Shining.",--Chris Browning--Jamie-Lynn Sigler--Josh Stewart,Beneath the Dark,2010 films-2010 horror films-2010s mystery thriller films-American films-American mystery thriller films-English-language films-Films shot in California,na,Chad Feehan,na,Chad Feehan,English
Aptharakshaka,24751996,"Aaptharakshaka (English: Dearest Savior) is a 2010 Kannada horror film directed by P. Vasu and written by V. R. Bhaskar. The film stars Vishnuvardhan in his 200th Kannada film and posthumous film, along with an ensemble cast including Vimala Raman, Sandhya, Avinash, Lakshmi Gopalaswamy, and Komal Kumar. The film is a sequel to the 2004 blockbuster film Apthamitra, also directed by Vasu and starring Vishnuvardhan.",Avinash--Bhavana (Kannada actress)--Komal Kumar--Lakshmi Gopalaswamy--Sandhya (actress)--Vimala Raman--Vinaya Prasad--Vineeth--Vishnuvardhan (actor),Aptharakshaka,2010 films-2010 horror films-2010s Kannada-language films-Films directed by P. Vasu-Films scored by Gurukiran-Films shot in Palani-Films shot in Tamil Nadu-Indian films-Indian horror films-Indian sequel films-Kannada-language films-Kannada films remade in other languages,na,P. Vasu,na,P. Vasu,Kannada
The Dead (2010 film),36468641,"The Dead is a 2010 British zombie film produced by Indelible Productions in association with Latitude Films and starring Rob Freeman, Prince David Osei, and David Dontoh. The film was released in 2010 and directed by the Ford brothers.",--Ben Crow--David Dontoh--Prince David Osei--Rob Freeman,The Dead,2010 films-2010 horror films-2010s monster movies-British films-British zombie films-English-language films-Films set in Africa-Films shot in Burkina Faso-Films shot in Ghana,na,na,na,na,English
Dante's Inferno: Abandon All Hope,31993638,Dante's Inferno: Abandon All Hope is a 2010 black and white film produced and directed by Boris Acosta. The story is based on the first part of Dante Alighieri's Divine Comedy - Inferno.,Jenn Gotzon--Lalo Cibelli--Vittorio Matteucci--Armand Mastroianni--Diane Salinger--Jsu Garcia--Martin Kove--Nia Peeples--Stella Stevens--Vincent Spano,Dante's Inferno: Abandon All Hope,2010 directorial debut films-2010 films-2010 horror films,na,na,na,na,Italian
Dalaw,29498613,Dalaw (lit. 'Visit') is a 2010 Filipino suspense-horror film starring Kris Aquino and Diether Ocampo. The film was released by Star Cinema. It was an official entry at the 2010 Metro Manila Film Festival.,Kris Aquino,Dalaw,2010 films-2010 horror films-English-language films-Philippine films-Philippine horror films-Star Cinema films-Tagalog-language films,na,na,na,na,na
