film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
Rare Exports: A Christmas Tale,29012574,"Rare Exports: A Christmas Tale is a 2010 Finnish fantasy film written and directed by Jalmari Helander about people living near Korvatunturi who discover the secret behind Santa Claus. The film is based on the 2003 short film Rare Exports Inc. and its 2005 sequel Rare Exports: The Official Safety Instructions by Jalmari Helander and Juuso Helander, both of which involve a company that traps wild Santa Clauses and trains and exports them to locations around the world.",--Ilmari Järvenpää--Jonathan Hutchings--Jorma Tommila--Onni Tommila--Peeter Jakobi--Per Christian Ellefsen--Rauno Juvonen--Risto Salmi--Tommi Korpela,Rare Exports: A Christmas Tale,2010 films-2010 horror films-2010 horror thriller films-2010s Christmas films-2010s Christmas horror films-2010s fantasy films-Christmas horror films-Dark fantasy films-English-language films-Features based on short films-Films directed by Jalmari Helander-Films set in Finland-Finnish-language films-Finnish Christmas films-Finnish films-Finnish horror films-Icon Productions films-Santa Claus in film-Scanbox Entertainment films,na,Jalmari Helander,na,Jalmari Helander,English
The Final (film),25741529,"The Final is a 2010 American horror film written by Jason Kabolati, directed by Joey Stewart, and starring Jascha Washington, Julin, Justin S. Arnold, Lindsay Seidel, Marc Donato, Laura Ashley Samuels, Ryan Hayden, and Travis Tedford.",Eric Isenhower--Julin--Justin S. Arnold--Lindsay Seidel--Vincent Silochan--Whitney Hoy--Jascha Washington--Laura Ashley Samuels--Marc Donato--Travis Tedford,The Final,2010s high school films-2010s teen horror films-American teen horror films,na,na,na,na,English
The Silent House (2010 film),31487737,"The Silent House (Spanish: La Casa Muda) is a 2010 Uruguayan horror film directed by Gustavo Hernández. The film is supposedly inspired by real events that took place in the 1940s, but no information can be found to authenticate the aforementioned claims. A small-budget film originally intended for local audiences, it has achieved success in several important international film festivals such as the Cannes Film Festival (where it was shown at Director's Fortnight). At the 2011 Sundance Film Festival, Chris Kentis and Laura Lau presented an English-language remake titled Silent House, starring Elizabeth Olsen.",Abel Tripaldi--Florencia Colucci--Gustavo Alonso--María Salazar,The Silent House,2010 films-2010 horror films-2010 independent films-2010 psychological thriller films-Films set in abandoned houses-Films shot in Uruguay-Haunted house films-One-shot films-Spanish-language films-Uruguayan films-Uruguayan horror films-Uruguayan independent films,na,na,na,na,Spanish
Dalaw,29498613,Dalaw (lit. 'Visit') is a 2010 Filipino suspense-horror film starring Kris Aquino and Diether Ocampo. The film was released by Star Cinema. It was an official entry at the 2010 Metro Manila Film Festival.,Kris Aquino,Dalaw,2010 films-2010 horror films-English-language films-Philippine films-Philippine horror films-Star Cinema films-Tagalog-language films,na,na,na,na,na
The Wolfman (2010 film),7255312,"The Wolfman is a 2010 American horror film directed by Joe Johnston. A remake of the 1941 film of the same name, it stars Benicio del Toro, Anthony Hopkins, Emily Blunt and Hugo Weaving. In the film, an American actor is bitten and cursed by a werewolf after returning to his ancestral homeland in search of his missing brother.",--Anthony Hopkins--Benicio del Toro--Emily Blunt--Hugo Weaving,The Wolfman,2010 films-2010 horror films-2010s monster movies-2010s supernatural horror films-American film remakes-American films-American monster movies-British films-British horror films-English-language films-Filicide in fiction-Films directed by Joe Johnston-Films produced by Scott Stuber-Films produced by Sean Daniel-Films scored by Danny Elfman-Films set in 1891-Films set in England-Films set in London-Films shot at Pinewood Studios-Films that won the Academy Award for Best Makeup-Horror film remakes-Patricide in fiction-Period horror films-Relativity Media films-Universal Monsters-Uxoricide in fiction-Werewolves in film,Shelly Johnson (cinematographer),Joe Johnston,1.426E8,Joe Johnston,English
Black Death (film),23887068,"Black Death is a 2010 German–British action horror film directed by Christopher Smith from an original screenplay by Dario Poloni. It stars Sean Bean, Eddie Redmayne and Carice van Houten. Despite not being credited as a writer, Smith made very significant changes in the second half of the script, including a new ending. All the scenes of Black Death were shot in chronological order, a rare occurrence.",--Andy Nyman--Carice van Houten--Eddie Redmayne--John Lynch--Kimberley Nixon--Sean Bean--Tim McInnerny,Black Death,2010 films-2010 horror films-2010s adventure films-British adventure films-British films-British horror films-English-language films-Films about the Black Death-Films directed by Christopher Smith-Films set in England-Films set in the 14th century-Films shot in Germany-Folk horror films-German adventure films-German films-German horror films-Gothic horror films-Latin-language films,na,Christopher Smith (director),272445.0,Christopher Smith (director),
A Nightmare on Elm Street (2010 film),23286957,"A Nightmare on Elm Street is a 2010 American slasher film directed by Samuel Bayer, and written by Wesley Strick and Eric Heisserer. The film stars Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy, Thomas Dekker, and Kellan Lutz. Produced by Michael Bay and Platinum Dunes, it is a remake of Wes Craven's 1984 film of the same name and a reboot of the Nightmare on Elm Street franchise. The film is set in a fictitious town of Ohio and centers around a group of teenagers living on one street who are stalked and murdered in their dreams by a disfigured man named Freddy Krueger. The teenagers discover that they all share a common link from their childhood that makes them targets for Krueger.",--Jackie Earle Haley--Katie Cassidy--Kellan Lutz--Kyle Gallner--Rooney Mara--Thomas Dekker,A Nightmare on Elm Street,2010 directorial debut films-2010 films-2010 horror films-2010s ghost films-2010s serial killer films-2010s slasher films-Adaptations of works by Wes Craven-American film remakes-American films-American films about revenge-American ghost films-American serial killer films-American slasher films-American supernatural horror films-D-Box motion-enhanced films-English-language films-Films about child sexual abuse-Films about nightmares-Films about pedophilia-Films directed by Samuel Bayer-Films produced by Andrew Form-Films produced by Bradley Fuller-Films produced by Michael Bay-Films scored by Steve Jablonsky-Films set in Ohio-Films shot in Illinois-Films shot in Indiana-Horror film remakes-New Line Cinema films-Warner Bros. films,na,Samuel Bayer,1.177E8,Samuel Bayer,English
All Flowers in Time,30907132,"All Flowers in Time is a 2010 short surrealist horror film directed by Jonathan Caouette. The plot centers on a television signal that possesses young children, making them believe they can transform into other people or monsters. The film stars Chloë Sevigny and has been screened at several film festivals as of Fall 2010. Although it shares a similar name, the film's title is not directly connected to the Jeff Buckley song, All Flowers in Time Bend Towards the Sun"".""",Chandler Frantz--David Logan Rankin--Joshua Caouette--Chloë Sevigny,All Flowers in Time,2010 films-2010 horror films-2010 short films-English-language films-Films directed by Jonathan Caouette,Jonathan Caouette,Jonathan Caouette,na,Jonathan Caouette,English
Dante's Inferno: An Animated Epic,25744220,"Dante's Inferno: An Animated Epic is a direct to DVD animated dark fantasy action film released on February 9, 2010. Based on Dante's Inferno video game which is itself loosely based on Dante's Inferno, Dante must travel through the circles of Hell and battle demons, creatures, monsters, and even Lucifer himself to save his beloved Beatrice.",--Graham McTavish--Peter Jessop,Dante's Inferno: An Animated Epic,Greco-Roman mythology in popular culture-Horror anime and manga-Japanese action horror films-Japanese animated fantasy films-Japanese animated horror films-Japanese anthology films-Japanese dark fantasy films-Manglobe-Purgatory in fiction,na,Victor Cook,na,Victor Cook,English
Dark Relic,55835281,Dark Relic is a 2010 fantasy horror television film directed by and starring James Frain. The film was generally poorly received.,--Alyy Khan--Christian Cooke--Clemency Burton-Hill--Marija Karan--Tom Basden,Dark Relic,2010 fantasy films,na,Lorenzo Sena,na,Lorenzo Sena,http://dbpedia.org/resource/English_language
The Book of Zombie,34077321,"The Book of Zombie is a 2010 American independent horror film written by and directed by , and . Brian Ibsen, Larisa Peters, Andrew Loviska, Paul Cantu, Bill Johns, Adrienne MacIain, Andy Evans, Adam Gehrke, and Elissa Dowling star as survivors of a Mormon-themed zombie attack.",--Adam Gehrke--Adrienne MacIain--Andrew Loviska--Andy Evans--Bill Johns--Brian Ibsen--Elissa Dowling--Larisa Peters--Paul Cantu,The Book of Zombie,2010 films-2010 horror films-American films-American independent films-American zombie films-Films critical of religion,na,Erik Van Sant,na,Erik Van Sant,English
The Book of Zombie,34077321,"The Book of Zombie is a 2010 American independent horror film written by and directed by , and . Brian Ibsen, Larisa Peters, Andrew Loviska, Paul Cantu, Bill Johns, Adrienne MacIain, Andy Evans, Adam Gehrke, and Elissa Dowling star as survivors of a Mormon-themed zombie attack.",--Adam Gehrke--Adrienne MacIain--Andrew Loviska--Andy Evans--Bill Johns--Brian Ibsen--Elissa Dowling--Larisa Peters--Paul Cantu,The Book of Zombie,2010 films-2010 horror films-American films-American independent films-American zombie films-Films critical of religion,na,Paul Cranefield,na,Paul Cranefield,English
The Lost Tribe (2010 film),31366827,"The Lost Tribe is a 2010 American horror film directed by Roel Reiné, and starring Emily Foxler, Nick Mennell, Brianna Brown, Ryan Alosio and Marc Bacher.",Ryan Alosio--Brianna Brown--Emily Baldoni--Hadley Fraser--Lance Henriksen--Marc Bacher--Maxine Bahns--Nick Mennell,The Lost Tribe,2010 films-2010 horror films-2010s monster movies-American films-American monster movies-English-language films-Films directed by Roel Reiné,Roel Reiné,Roel Reiné,na,Roel Reiné,English
Psychosis (film),30913159,"Psychosis is a 2010 British horror film directed and written by Reg Traviss, with story by Michael Armstrong. It is a remake of the Dreamhouse"" episode from the film anthology Screamtime. The film was released in the United Kingdom on 13th July 2010 and on 11 January 2011 in the United States. The film was budgeted at $1 million.""",Katrena Rochell--Axelle Carolyn--Charisma Carpenter--Justin Hawkins--Paul Sculfor--Ricci Harnett--Slaine Kelly--Ty Glaser,Psychosis,2010 films-2010 horror films-2010s psychological horror films-British films-British horror films-English-language films-Films about writers-Films set in 1992-Films set in 2007,na,Reg Traviss,na,Reg Traviss,English
The Devil Within (2010 film),47584944,"The Devil Within (also known as The Devil Within: Rise of Evil) is a 2010 independent feature film directed by Tom Hardy and written by Matt Dean. The film follows 18 year-old Sirena's high school birthday pool party, which soon turns bloody as an unexpected guest begins murdering the teens one at a time. It received decent reviews from fans and the horror community.",--Bill Oberst Jr.--Elizabeth Di Prinzio--Grey Damon--Ryn Harrison,The Devil Within,2010 films-2010 horror films-2010 horror thriller films-2010 independent films-American films-American horror thriller films-American independent films-American teen horror films-Films set in Los Angeles,na,Tom Hardy,na,Tom Hardy,English
Yakshiyum Njanum,26481708,"Yakshiyum Njaanum is a 2010 Indian Malayalam-language horror film written and directed by Vinayan. The film is produced under the banner of RG Productions India Pvt. Ltd by multinational industrialist Rubon Gomez. It stars Goutham P. Krishna, Meghna Raj, Thilakan and Spadikam George. The film's original score and soundtrack is composed by Sajan Madhav.",Jubil--Ricky--Gautham Krishn--Meghana Raj--Spadikam George--Thilakan,Yakshiyum Njanum,2010 films-2010 horror films-2010s Malayalam-language films-Films directed by Vinayan-Indian films-Indian ghost films-Indian horror films,na,Vinayan,na,Vinayan,Malayalam
Eternity (2010 South African film),33418772,"Eternity is a South African horror film which tells the story of a clash between vampires over the use of a serum that would allow them to walk in the daylight. Written by Anton Ernst and Wolfgang Muller, and stars Hlomla Dandala, Ian Roberts, David James, and Andre Frauenstein.",Andre Frauenstein--Christina Storm--David James (South African actor)--Hlomla Dandala--Ian Roberts (South African actor),Eternity,2010 films-2010 horror films-South African films-South African horror films,na,Alan Smithee,na,Alan Smithee,English
Helldriver,31954721,"Helldriver (Japanese: ヘルドライバー, Hepburn: Herudoraibā) is a 2010 Japanese splatter film directed by Yoshihiro Nishimura. It stars Yumiko Hara and Eihi Shiina, and was written by Nishimura and Daichi Nagisa.",Yumiko Hara--Eihi Shiina--Kazuki Namioka--Yurei Yanagi,Helldriver,2010 films-2010 horror films-2010s science fiction horror films-Films about zombies-Films set in Japan-Films shot in Japan-Japanese-language films-Japanese films-Japanese post-apocalyptic films-Japanese science fiction horror films,na,Yoshihiro Nishimura,na,Yoshihiro Nishimura,Japanese
Sector 236 – Thor's Wrath,32484499,Sector 236 – Thor's Wrath (Swedish: Sektor 236 - Tors vrede) is a 2010 Swedish horror science fiction film. It was produced by Swedish stuntman Lars Lundgren who also was the main stunt coordinator. Lundgren had previously worked as a stuntman in films such as Planet of the Apes and Thriller - A Cruel Picture.,A.R. Hellquist--Daniel Janzen--Lars Lundgren--Tina Ericksson--Fredrik Dolk,Sector 236 – Thor's Wrath,2010 films-2010 horror films-2010s science fiction horror films-Swedish-language films-Swedish films-Swedish science fiction horror films,na,na,na,na,Swedish
Spiderhole (film),32584198,Spiderhole is a British 2010 horror film written and directed by Daniel Simpson. The film is Simpson's feature film directorial debut and is distributed by IFC.,--Amy Noble--Emma Griffiths Malin--George Maguire--Reuben-Henry Biggs,Spiderhole,2010 directorial debut films-2010 films-2010 horror films-British films-British horror films,na,na,na,na,English
A Nightmare on Elm Street (2010 film),23286957,"A Nightmare on Elm Street is a 2010 American slasher film directed by Samuel Bayer, and written by Wesley Strick and Eric Heisserer. The film stars Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy, Thomas Dekker, and Kellan Lutz. Produced by Michael Bay and Platinum Dunes, it is a remake of Wes Craven's 1984 film of the same name and a reboot of the Nightmare on Elm Street franchise. The film is set in a fictitious town of Ohio and centers around a group of teenagers living on one street who are stalked and murdered in their dreams by a disfigured man named Freddy Krueger. The teenagers discover that they all share a common link from their childhood that makes them targets for Krueger.",--Jackie Earle Haley--Katie Cassidy--Kellan Lutz--Kyle Gallner--Rooney Mara--Thomas Dekker,A Nightmare on Elm Street,2010s ghost films-2010s teen horror films-A Nightmare on Elm Street (franchise) films-American teen horror films-Insomnia in film-Platinum Dunes films-Reboot films,na,Samuel Bayer,1.177E8,Samuel Bayer,English
All About Evil,27649189,"All About Evil is a 2010 American gore horror film written and directed by Joshua Grannell. It stars Natasha Lyonne, Thomas Dekker, Cassandra Peterson, Noah Segan, and Jack Donner.",--Cassandra Peterson--Jack Donner--Natasha Lyonne--Noah Segan--Thomas Dekker,All About Evil,2010 films-2010 horror films-American films-American independent films-American splatter films-English-language films-Films set in San Francisco-Films shot in California-Films shot in San Francisco,na,Peaches Christ,7995.0,Peaches Christ,English
The Ward (film),24131841,"The Ward (titled onscreen as John Carpenter's The Ward) is a 2010 American supernatural psychological horror film directed by John Carpenter and starring Amber Heard, Mamie Gummer, Danielle Panabaker, Laura-Leigh, Lyndsy Fonseca and Jared Harris. Set in 1966, the film chronicles a young woman who is institutionalized after setting fire to a house, and who finds herself haunted by the ghost of a former inmate at the psychiatric ward. As of 2021, this is Carpenter's most recent film. The film was shot on location at the Eastern State Hospital in Medical Lake, Washington.",--Amber Heard--Danielle Panabaker--Jared Harris--Laura-Leigh--Lyndsy Fonseca--Mamie Gummer--Mika Boorem,The Ward,2010 films-2010 horror films-2010 independent films-2010 psychological thriller films-American films-American independent films-American psychological thriller films-American supernatural horror films-Dissociative identity disorder in films-English-language films-Films directed by John Carpenter-Films set in 1966-Films set in Oregon-Films set in psychiatric hospitals-Films shot in Washington (state),na,John Carpenter,5300000.0,John Carpenter,English
D4 (film),35004272,"D4 (or D4 Mortal Unit) is a 2010 horror film, directed and written by . It stars , and .",Ella Bell--Eric Berner--Vicki Askew,D4,2010 films-2010 horror films-2010s monster movies-2010s science fiction horror films-American action horror films-American films-American science fiction action films-American science fiction horror films-English-language films,Jeremy Gonzales,Darrin Dickerson,na,Darrin Dickerson,English
We Are What We Are (2010 film),28958485,"We Are What We Are (Spanish: Somos lo que hay) is a 2010 Mexican horror film directed by . A stand-alone sequel to Cronos (1993), the film is about a family who, after the death of the father, try to continue on with a disturbing, ritualistic tradition. The film stars Paulina Gaitán and Daniel Giménez Cacho, the latter of whom reprises his role from Cronos.","Carmen Beato, Daniel Giménez Cacho, Paulina Gaitán",We Are What We Are,2010 films-2010 horror films-Films about cannibalism-Films set in Mexico-Films shot in Mexico-Mexican films-Mexican horror films-Spanish-language films,Santiago Sanchez,Jorge Michel Grau,na,Jorge Michel Grau,Spanish
A Horrible Way to Die,33097073,"A Horrible Way to Die is a 2010 American horror film directed and edited by Adam Wingard, written by co-producer Simon Barrett, and starring AJ Bowen, Amy Seimetz, Joe Swanberg, Brandon Carroll, and Lane Hughes. The story follows an escaped serial killer as he chases down his recovering alcoholic ex-girlfriend who is responsible for his incarceration. The film had its world premiere at the 2010 Toronto International Film Festival Vanguard program where it was picked up for distribution by Anchor Bay Entertainment. It also played at Fantastic Fest where it received three major awards: Best Screenplay for Simon Barrett, Best Actor for AJ Bowen and Best Actress for Amy Seimetz.",--Brandon Carroll--AJ Bowen--Amy Seimetz--Joe Swanberg--Lane Hughes,A Horrible Way to Die,2010 films-2010 horror films-2010 horror thriller films-2010s serial killer films-American films-American horror thriller films-English-language films-Films directed by Adam Wingard-Films produced by Simon Barrett (filmmaker)-Films set in Missouri-Films with screenplays by Simon Barrett (filmmaker),na,Adam Wingard,na,Adam Wingard,English
Mega Piranha,25801465,"Mega Piranha (also known as Megapiranha) is a 2010 science fiction disaster horror film produced by The Asylum. It was directed by Eric Forsberg and stars Tiffany, Paul Logan and Barry Williams. In the tradition of The Asylum's catalog, this film is a mockbuster of Piranha 3D. It was filmed in Belize, Central America.",Jesse Daly--Jude Gerard Prest--Barry Williams (actor)--David Labiosa--Paul Logan (actor)--Tiffany (American singer),Mega Piranha,2010 films-2010 horror films-2010 independent films-2010 television films-2010s science fiction horror films-American comedy horror films-American films-American natural horror films-American science fiction horror films-English-language films-Films about piranhas-Films directed by Eric Forsberg-Films set in Belize-Films set in Florida-Films set in Venezuela-Films shot in Belize-Mockbuster films-Syfy original films-The Asylum films,na,Eric Forsberg,na,Eric Forsberg,English
Scared Shrekless,24569006,"Scared Shrekless is a 26-minute computer-animated Halloween horror comedy television special, set shortly after the events of Shrek Forever After, that premiered on the American television network NBC on Thursday, October 28, 2010. Scared Shrekless was based on the children's book Shrek!, by the writer William Steig, which was published on October 17, 1990.",Antonio Banderas--Aron Warner--Cameron Diaz--Christopher Knights--Cody Cameron--Conrad Vernon--Dean Edwards--Kristen Schaal--Mike Myers,Scared Shrekless,2010 horror films-2010s American animated films-2010s animated television specials-2010s comedy horror films-American comedy horror films-American films-American supernatural horror films-American television films-Comedy short films-DreamWorks Animation animated short films-Films about Halloween-Films directed by Gary Trousdale-Films with screenplays by Gary Trousdale-Halloween television specials-Horror short films-NBC television specials-Shrek mass media,na,Raman Hui,na,Raman Hui,English
Stalker (2010 film),42709160,"Stalker, also known as Exposé, is a 2010 psychological horror film directed by Martin Kemp and starring Jane March, Anna Brecon and Jennifer Matter. It is a remake of the 1976 film Exposé, starring Linda Hayden, who makes a cameo appearance in this film.",Jennifer Matter--Nathan Benham--Triana Terry--Anna Brecon--Billy Murray (actor)--Danny Young (actor)--Jane March--Linda Hayden,Stalker,2010 films-2010 horror films-2010 psychological thriller films-2010s psychological horror films-British film remakes-British films-British horror films-British serial killer films-British slasher films-Dissociative identity disorder in films-Films about stalking-Films about writers-Films set in country houses-Horror film remakes,na,Martin Kemp,na,Martin Kemp,English
Devil's Playground (2010 film),28252265,"Devil's Playground is a British horror film directed by Mark McQueen and starring Craig Fairbrass. Intandem Films has the worldwide rights to the film, which was produced by Freddie Hutton-Mills, Bart Ruspoli and Jonathan Sothcott.",--Craig Fairbrass--Danny Dyer--Jaime Murray--MyAnna Buring,Devil's Playground,British zombie films-Films set in London-Films shot at Elstree Studios,na,na,na,na,English
The Presence (film),33633066,"The Presence is a 2010 American horror film written and directed by Tom Provost and starring Mira Sorvino, Shane West, and Justin Kirk. It is the directorial debut for Provost.",Justin Kirk--Mira Sorvino--Shane West--Tony Curran,The Presence,2010 directorial debut films-2010 films-2010 horror films-American films-American ghost films-American horror thriller films-English-language films-Films shot in Oregon,na,na,na,na,English
Kyōfu,33398642,"Kyōfu (恐怖), also known as The Sylvian Experiments, is a 2010 Japanese horror film directed by who is known as a screenwriter of Ring. It was released on 10 July 2010.",Nagisa Katahira--Yuri Nakamura--Mina Fujii,Kyōfu,2010 films-2010 horror films-Fiction about murder-Films directed by Hiroshi Takahashi-J-Horror Theater-Japanese films-Japanese horror films,Akiko Ashizawa,Hiroshi Takahashi (screenwriter),na,Hiroshi Takahashi (screenwriter),Japanese
Rabies (2010 film),39951831,"Rabies (Hebrew: כלבת‎, Kalevet) is a 2010 Israeli film written and directed by Aharon Keshales and Navot Papushado. It was marketed as the first feature-length Israeli horror film"".""",Ania Bukstein--Danny Geva--Lior Ashkenazi--Yael Grobglas,Rabies,2010 films-2010 horror films-Films set in Israel-Films set in forests-Films shot in Israel-Hebrew-language films-Incest in film-Israeli films-Israeli horror films-Israeli slasher films-Rabies in popular culture,na,Navot Papushado,na,Navot Papushado,Hebrew
Bedevilled (2010 film),31958632,"Bedevilled (Korean: 김복남 살인사건의 전말; Hanja: 金福南 殺人事件의 顚末; RR: Kim Bok-nam Salinsageonui Jeonmal; lit. The Whole Story of the Kim Bok-nam Murder Case"") is a 2010 South Korean thriller film starring Seo Young-hee and Ji Sung-won. The film premiered as an official selection of International Critics' Week at the 2010 Cannes Film Festival.""",Ji Sung-won--Seo Young-hee,Bedevilled,2010 films-2010 horror films-2010 horror thriller films-Films about child sexual abuse-Films directed by Jang Cheol-soo-Films set on islands-Incest in film-Korean-language films-Rape and revenge films-South Korean films-South Korean films about revenge-South Korean horror thriller films-Splatter films-Sponge Entertainment films,na,Jang Cheol-soo,na,Jang Cheol-soo,Korean
Vakinuvinama,65293633,"Vakinuvinama is a 2010 Maldivian horror film directed by Amjad Ibrahim. Produced by Fathimath Shifa under See Far Productions, the film stars Niuma Mohamed, Ravee Farooq and Ali Seezan in pivotal roles.",Ali Seezan--Niuma Mohamed--Ravee Farooq,Vakinuvinama,2010 films-2010 horror films-Maldivian horror films,na,Amjad Ibrahim,na,Amjad Ibrahim,Dhivehi
F (film),30469517,F (also known as The Expelled) is a 2010 British slasher film written and directed by Johannes Roberts and starring David Schofield and Eliza Bennett.,David Schofield (actor)--Eliza Bennett--Juliet Aubrey--Roxanne McKee--Ruth Gemmell,F,2010 films-2010 horror films-2010 horror thriller films-2010s high school films-British films-British high school films-British horror thriller films-English-language films-Films about dysfunctional families-Films about educators-Films about school violence-Films directed by Johannes Roberts-Films set in London-Films with screenplays by Johannes Roberts,na,Johannes Roberts,na,Johannes Roberts,English
Shirome (film),33188259,"Shirome (シロメ, White Eyes) is a 2010 Japanese mockumentary horror film written and directed by Kōji Shiraishi. It is presented in a found footage style, and concerns a school which is haunted by a wish-granting spirit. Shiraishi appears in a starring role within the film, playing himself, as do the six then-members of the Japanese idol group Momoiro Clover Z.",--Akari Hayami--Ayaka Sasaki--Kanako Momota--Momoka Ariyasu--Reni Takagi--Shiori Tamai,Shirome,2010 films-2010 horror films-Films directed by Kōji Shiraishi-Found footage films-Japanese films-Japanese horror films-Japanese psychological horror films-Japanese supernatural horror films-Mockumentary films,na,Kōji Shiraishi,na,Kōji Shiraishi,Japanese
Primal (2010 film),34431209,"Primal is a 2010 Australian horror film directed by Josh Reed, and starring Zoe Tuckwell-Smith, Krew Boylan, Lindsay Farris, and Wil Traval.",Lindsay Farris--Zoe Tuckwell-Smith,Primal,2010 films-2010 horror films-2010 horror thriller films-2010s exploitation films-Australian films-Australian horror thriller films-Australian natural horror films-English-language films-Films set in Australia-Films shot in Australia-Films shot in New South Wales,na,na,na,na,English
Cannibal (2010 film),54308271,"Cannibal is a 2010 Belgian horror film written and directed by Benjamin Viré. It stars Nicolas Gob, , and Eric Godon.",Helena Coppejans--Micky Molina--Eric Godon--Nicolas Gob--Philippe Nahon,Cannibal,2010 films-2010 horror films-Belgian films,na,na,na,na,French
Secret Sunday,24938872,"Secret Sunday (or Number 9) (Thai: 9 วัด; translit. 9 wat; English: 9 temples), a 2010 Thai horror film, is a directorial debut from screenwriter Saranyu Jiralaksanakul and stars Siraphun Wattanajinda and James Alexander.",James Alexander--Siraphun Wattanjinda,Secret Sunday,2010 directorial debut films-2010 films-2010 horror films-Films set in the 2010s-Thai-language films-Thai films-Thai ghost films-Thai horror films,na,na,na,na,Thai
Sennentuntschi,46263609,Sennentuntschi is a 2010 Swiss film written and directed by Michael Steiner. It is based on an eponymous Alpine fable. The film premiered at the 2010 Zurich Film Festival.,--Andrea Zogg--Carlos Leal--Roxane Mesquida,Sennentuntschi,2010 films-2010 horror films-2010s fantasy films-2010s mystery films-2010s psychological horror films-Dark fantasy films-Films set in 1975-Films set in the Alps-Folk horror films-Mystery horror films-Swiss German-language films-Swiss films-Swiss horror films,na,na,na,na,http://dbpedia.org/resource/Swiss_German
Closed for the Season (film),25466355,"Closed for the Season is a 2010 supernatural thriller film written and directed by Jay Woelfel, starring Aimee Brooks, Damian Maffei, and Joe Unger.",Aimee Brooks--Damian Maffei--Joe Unger,Closed for the Season,2010 films-2010 horror films-American films-American ghost films-American supernatural horror films-American supernatural thriller films-English-language films-Films set in Ohio-Films set in the United States-Films shot in Los Angeles-Films shot in Ohio-Horror films about clowns,na,na,na,na,English
Slices of Life,28030619,"Slices of Life is independent film maker Anthony G Sumner's feature length horror anthology, which explores the terror of everyday life. 4 years in the making, Slices of Life completed production in 2010.",--Deneen Melody--Jack Guasta--Kaylee Williams--Toya Turner,Slices of Life,2010 films-2010 horror films-American films-American independent films-American supernatural horror films-English-language films,na,na,na,na,English
Dead Awake (2010 film),31699282,"Dead Awake is a 2010 American mystery film starring Nick Stahl, Rose McGowan, and Amy Smart. The film was previously titled Dylan's Wake.",Amy Smart--Nick Stahl--Rose McGowan,Dead Awake,2010 films-2010 horror films-2010 psychological thriller films-2010s English-language films-American films-American horror thriller films-American psychological horror films-Films shot in Iowa-Mystery horror films,na,Omar Naim,na,Omar Naim,na
Medium Raw: Night of the Wolf,39637957,Medium Raw: Night of the Wolf is a 2010 horror thriller television film directed by Andrew Cymek. The run time is 111 minutes.,--Brigitte Kingsley--John Rhys-Davies--William B. Davis,Medium Raw: Night of the Wolf,2010 films-2010 horror films-2010 television films-2010s crime films-2010s thriller films-Canadian films-Canadian independent films,na,na,na,na,na
Don't Be Afraid of the Dark (2010 film),24026566,"Don't Be Afraid of the Dark is a 2010 horror film written by Matthew Robbins and Guillermo del Toro and directed by comic book artist Troy Nixey. It is a remake of the 1973 ABC made-for-television horror film of the same name. The film stars Katie Holmes, Guy Pearce, and Bailee Madison, as a family moving into a 19th-century Rhode Island mansion, where the withdrawn daughter (Sally) begins to witness malevolent creatures that emerge from a sealed ash pit in the basement of the house. Jack Thompson, Alan Dale, Garry McDonald, and Julia Blake star in supporting roles.",--Bailee Madison--Guy Pearce--Jack Thompson--Katie Holmes,Don't Be Afraid of the Dark,2010 films-2010 horror films-2010s monster movies-American film remakes-American films-American monster movies-English-language films-Films produced by Guillermo del Toro-Films scored by Marco Beltrami-Films set in Rhode Island-Films shot in Melbourne-Films with screenplays by Guillermo del Toro-Films with screenplays by Matthew Robbins-Gothic horror films-Horror film remakes-Mexican fantasy films-Mexican films-Mexican horror films,Oliver Stapleton,Troy Nixey,3.83E7,Troy Nixey,English
Insidious (film),27645834,"Insidious is a 2010 American-Canadian supernatural horror film directed by James Wan, written by Leigh Whannell, and starring Patrick Wilson, Rose Byrne, and Barbara Hershey. It is the first installment in the Insidious franchise, and the third in terms of the series' in-story chronology. The story centers on a couple whose son inexplicably enters a comatose state and becomes a vessel for a variety of malevolent entities in an astral dimension.",--Barbara Hershey--Patrick Wilson--Rose Byrne,Insidious,2010 films-2010 horror films-2010 independent films-2010s ghost films-2010s psychological horror films-2010s supernatural horror films-American films-American haunted house films-American independent films-American psychological horror films-American supernatural horror films-Blumhouse Productions films-Canadian films-Canadian independent films-Canadian supernatural horror films-Demons in film-English-language films-FilmDistrict films-Films about sleep disorders-Films about spirit possession-Films directed by James Wan-Films produced by Jason Blum-Films scored by Joseph Bishara-Films shot in Los Angeles-Films with screenplays by Leigh Whannell-Insidious (film series)-Purgatory in fiction,John R. Leonetti,James Wan,9.95E7,James Wan,English
